index,text,score,difficulty_score,difficulty_strategy,difficulty,fold
131,Can't wait to tackle @AmyPookers and @erynmichael in a hug in a few hours!! <33,1,0.2565238773822784,roberta-mlm-loss,hard,0
135,"@nieanadya I've heard it gets sad at times, but i'm still going to see it, it looks funny.. I usually see everything that comes out lol",1,0.0093961833044886,roberta-mlm-loss,easy,0
139,RT @BrookeAdamsTBG5: Everybody wish @mandyjiroux the best birthday ever! I love her so much!,1,0.1350504457950592,roberta-mlm-loss,medium,0
140,"Happy Thanksgiving to all who celebrate! It's a beautiful day here, clear and crisp. About to get my ""cook on"".",1,0.0032959741074591,roberta-mlm-loss,easy,0
149,@2Popetorn arrghh u r on twitter too!,-1,0.5095152258872986,roberta-mlm-loss,hard,0
152,"@s_lesley @orphesteude this is interesting being a sort of moderator between you two. sarah you text, i read to taylor over skype. fun times",1,0.1883492171764373,roberta-mlm-loss,medium,0
155,@jaronmc LOL it goes together nicely - see I'd have to rush onto my balcony to ge the shot and right now haz no pants,1,1.212079405784607,roberta-mlm-loss,hard,0
156,"luv it! RT @RobertGirandola when I was little, I used to draw on the walls, signed it with my brother's name-parents bought it for a while.",1,0.0290814824402332,roberta-mlm-loss,medium,0
157,RT @tqjones44: Conservatives & republicans R scared 2 death that their children may find out that their parents R BAT SHIT CRAZY! #gop #tcot,-1,0.2049372643232345,roberta-mlm-loss,hard,0
159,@rajeshlalwani ah woh toh hain. I felt that too. But then Twitter is an outlet no? Throwing some ++++++++ve energy at you. :-),1,0.1425485908985138,roberta-mlm-loss,medium,0
160,@AHisme Haha! I think they're all worth it - British guys are extremely talented and extremely charming.:),1,0.0307918507605791,roberta-mlm-loss,medium,0
162,@makemeup82 I'm going to do Lucy next year for Halloween :),1,0.0798164382576942,roberta-mlm-loss,medium,0
166,"and in case you don't know, i'm on omegle. :)",1,0.0020383044611662,roberta-mlm-loss,easy,0
167,Im talking to myself. Haha. See what its come to. Lol. :),1,0.2609841525554657,roberta-mlm-loss,hard,0
173,"RT @Mulator: 5 minutes until we hear the sweet music of ""He Shoots....HE SCORES!",1,0.5466480851173401,roberta-mlm-loss,hard,0
174,http://twitpic.com/ear75 - Mmm desert :),1,0.0871283188462257,roberta-mlm-loss,medium,0
181,@Mircea_Popescu i'll do my best:),1,0.0027547753416001,roberta-mlm-loss,easy,0
184,@JeffTimmons98 Did u talk about me? lol I was hoping to hear ur voice too. Do another BT instead:) loveya,1,0.3788279891014099,roberta-mlm-loss,hard,0
186,@MarvetBritto it definitely is! You should have a book of all your 'PR Gems' I always read them 2 my class & my teacher loves them! :),1,0.4563272297382355,roberta-mlm-loss,hard,0
187,@jackieloi wah! died ah.. I mean.. Diet ah? :D,1,0.3383094668388366,roberta-mlm-loss,hard,0
189,@mitchelmusso - Britney does! (: Hahaha. And why don't you just go to 2010? That's one more person you can make happy! (:,1,0.2827215194702148,roberta-mlm-loss,hard,0
197,@natassiachloe HAHAH yeshh thankss tass :) http://myloc.me/CpJ8,1,0.0929716825485229,roberta-mlm-loss,medium,0
199,"OK yeah hahah so I am back state fair, i am frekin tired it is time to go back to bed again lol!!! =)",1,0.0644758567214012,roberta-mlm-loss,medium,0
206,"@jagz112 yeah,he was around most of my life,he holds a huge special meaning to me.nice to meet you by the way:)",1,0.0630660951137542,roberta-mlm-loss,medium,0
214,Lots of children crying at school today - surprisingly Anya wasn't one of them. I got a big super huge hug though :),1,0.0033006840385496,roberta-mlm-loss,easy,0
219,"@ddlovato hey, I just wanted to no when your doing another live facebook vid? :)) lub ya!",1,0.6187757849693298,roberta-mlm-loss,hard,0
222,@queenmotherblog I will keep my fingers crossed for you! hehe :),1,0.0055953259579837,roberta-mlm-loss,easy,0
223,"@hollymadison123 hi holly, im a big fan from england, just wanted to say hey and hope your doing well :) . please reply xo",1,0.0047060633078217,roberta-mlm-loss,easy,0
224,Such a fun and beautiful dinner.. Thx to my hub @indraputra and all my friends. xoxo :),1,0.1180227622389793,roberta-mlm-loss,medium,0
225,I got my new phone! It's beautiful!!! ...and I already want a new one. =),1,0.0156004894524812,roberta-mlm-loss,easy,0
229,"i am currently joining twitter because my beautiful andrea told me it was amazing, lol (:",1,0.0891346707940101,roberta-mlm-loss,medium,0
230,RT @spiceee:happy 09/09/09! http://bit.ly/lxvrP,1,0.4173128008842468,roberta-mlm-loss,hard,0
232,"Yes you are, you are my favorite one. :)",1,0.0025216268841177,roberta-mlm-loss,easy,0
233,"@violetposy Yep...I'm on it...looking right now. I'll get a few for your expert opinion! :) Again, you ROCK the HOUSE!!!",1,0.0375920683145523,roberta-mlm-loss,medium,0
235,The last 2009 .huhuu. Great year ever! and full of memory :),1,0.085435152053833,roberta-mlm-loss,medium,0
236,@jawshoouh well you have lexy and carolyn and me and bree and hannah. we're your friends :D,1,0.3843640387058258,roberta-mlm-loss,hard,0
239,@JeanineDeal @DREAamara @HappyPrettyYou @ReikiAwakening @salesquotes @vinilereu @michaelmagical @Jake_DI244 thanks for the love friends =),1,0.4968768358230591,roberta-mlm-loss,hard,0
248,@five15design I bought an Orinoco when I was in the UK years ago - he does rock! :-),1,0.6241857409477234,roberta-mlm-loss,hard,0
250,@XPR Hope you enjoy the Vitamin D. :),1,0.2989427447319031,roberta-mlm-loss,hard,0
257,"@MarcoShaw :) well when I get settled, maybe I'll get one to ""splinter"" from IT Pro or a coffee and Code :)",1,0.2954312264919281,roberta-mlm-loss,hard,0
264,@poetryinsepia HAHAHA okay love. i understand. (:,1,0.5208982229232788,roberta-mlm-loss,hard,0
275,"@JkGirlAllTheWay well, i just think it's cool that we both love nkotb, etc! we have stuff in common! :)",1,0.0079025188460946,roberta-mlm-loss,easy,0
276,@kieronrichardso you dont look nothing like joe lol hope your ok :),1,0.0325462706387043,roberta-mlm-loss,medium,0
277,@MillaJovovich lol - well thats good news :D how far into RE are you now? x,1,0.0249951146543025,roberta-mlm-loss,easy,0
