index,text,score,difficulty_score,difficulty_strategy,difficulty,fold,entropy,dataset,algorithm,dificulty
105,"That would make a funny T-shirt! RT @thebeadgirl: changing my name to ""dad""",1,0.0003558218304533,roberta-mlm-loss,easy,0,0.6907056581100339,aisopos_ntua_2L,bio-is,
106,A piece of my car snapped clean off when I opened my driver's side door earlier and now my door won't stay open. :(,-1,0.0018653238657861,roberta-mlm-loss,easy,0,0.6822802025519805,aisopos_ntua_2L,bio-is,
107,I've got Missy Higgins songs stuck in my head :(,-1,0.0003525356296449,roberta-mlm-loss,easy,0,0.677278737897012,aisopos_ntua_2L,bio-is,
108,@Bobby_Dore15 YEAH :( i dont even have the energy to think anymore.,-1,0.0045913499779999,roberta-mlm-loss,easy,0,0.6742952829162877,aisopos_ntua_2L,bio-is,
109,"i miss my holidays like mad already, :(",-1,0.0002994565584231,roberta-mlm-loss,easy,0,0.6259053648524581,aisopos_ntua_2L,bio-is,
110,there are so many films i haven't seen yet. :(,-1,0.001014381297864,roberta-mlm-loss,easy,0,0.647933672653487,aisopos_ntua_2L,bio-is,
111,"They're telling me to chug, 32 oz. Sooooo not gonna happen, it's time to go :( http://twitpic.com/a336r",-1,0.0908095315098762,roberta-mlm-loss,medium,0,0.6720993059106087,aisopos_ntua_2L,bio-is,
112,"@daveellis0808 I've no idea if it's working, ain't got a spare to test :(",-1,0.0009882260346785,roberta-mlm-loss,easy,0,0.6769971691594161,aisopos_ntua_2L,bio-is,
113,I lost my hairbrush somewhere between brooklyn and michigan. & went swimming this morning. I'm going to make a fantastic first impression!,-1,0.0016456876182928,roberta-mlm-loss,easy,0,0.6781458573059409,aisopos_ntua_2L,bio-is,
114,I gotta get the FUCK outta here smh......fuck it im gon take a risk!,-1,0.01618592441082,roberta-mlm-loss,easy,0,0.6821862204370124,aisopos_ntua_2L,bio-is,
115,God damn it. I want a fucking game night. I WANT TO PLAY ZE BOARD GAMES!,-1,0.0110930763185024,roberta-mlm-loss,easy,0,0.6915432446003915,aisopos_ntua_2L,bio-is,
116,Another long day. Surprisingly stress-less considering the rain and commute. Lunchenda at Mister Kebab. Keema and pita YUM!!!,1,0.0350848771631717,roberta-mlm-loss,medium,0,0.6539065361569129,aisopos_ntua_2L,bio-is,
117,"Took the ""Qual sua fama na escola ?"" quiz & got: Popular ;D! What'll you get? _ http://bit.ly/11wXcn",1,0.1567620784044265,roberta-mlm-loss,medium,0,0.6711143558148065,aisopos_ntua_2L,bio-is,
119,RT @isotopp: LOL @ http://twitpic.com/bcceq,1,0.1493192464113235,roberta-mlm-loss,medium,0,0.6820869744501799,aisopos_ntua_2L,bio-is,
120,"@_yoyo I still dunno what I would put on it! lol... So far it would consist of pics & that's what flickrs for! But I like the name, I think.",1,0.5907087326049805,roberta-mlm-loss,hard,0,0.6716563145100722,aisopos_ntua_2L,bio-is,
121,"@MaggaGyal loo, well then you had better grab some grub then. I love Zsa Zsa Gabor. So classy and stylish.",1,0.1053781658411026,roberta-mlm-loss,medium,0,0.6767497961257318,aisopos_ntua_2L,bio-is,
122,"badmood badmood badmood -_- idk why, bcause I'm hungry or because bad hair daaay.",-1,0.1382902562618255,roberta-mlm-loss,medium,0,0.6906459442761463,aisopos_ntua_2L,bio-is,
123,I can celebrate now... RT @smojica: Dropbox the iPhone app has dropped http://tinyurl.com/yko4dzg,1,0.3957038223743438,roberta-mlm-loss,hard,0,0.685590234319619,aisopos_ntua_2L,bio-is,
124,@nic_a_ that bad? I liked packed lunches and then went home for dinner too :-P,1,0.0345891080796718,roberta-mlm-loss,medium,0,0.6903504199115846,aisopos_ntua_2L,bio-is,
127,@jordanknight ur wearing the outfits y'all wore during hanging tough aren't u ? lol,1,0.0394944250583648,roberta-mlm-loss,medium,0,0.6820503237250133,aisopos_ntua_2L,bio-is,
128,@AmieyAcula rednecks don't like our kind... LoL,1,0.0680631771683693,roberta-mlm-loss,medium,0,0.6514181019309784,aisopos_ntua_2L,bio-is,
130,"@pr_things now we have 2 things in common!!! ;)) now, what are your opinions about the color orange?",1,0.0627602487802505,roberta-mlm-loss,medium,0,0.6842090013674913,aisopos_ntua_2L,bio-is,
131,Can't wait to tackle @AmyPookers and @erynmichael in a hug in a few hours!! <33,1,0.2565238773822784,roberta-mlm-loss,hard,0,0.6653035543312024,aisopos_ntua_2L,bio-is,
132,woooot woooooooot! 90210 has picked the right baseball team! good shitttt.,1,0.0056912810541689,roberta-mlm-loss,easy,0,0.6777490705150879,aisopos_ntua_2L,bio-is,
133,@morriscat That would be lovely! Then we can have the roasted chicken and tuna fishies all day long!,1,0.0176195353269577,roberta-mlm-loss,easy,0,0.689421868413465,aisopos_ntua_2L,bio-is,
135,"@nieanadya I've heard it gets sad at times, but i'm still going to see it, it looks funny.. I usually see everything that comes out lol",1,0.0093961833044886,roberta-mlm-loss,easy,0,0.6859465726220886,aisopos_ntua_2L,bio-is,
137,Hi creepy foreign men. Subway at 9am is NOT Havana at 9pm. Go away!,-1,0.3022988140583038,roberta-mlm-loss,hard,0,0.6926398357728597,aisopos_ntua_2L,bio-is,
138,"Chilling at home, DA17 5AP",1,0.9866960048675536,roberta-mlm-loss,hard,0,0.6515607951942388,aisopos_ntua_2L,bio-is,
139,RT @BrookeAdamsTBG5: Everybody wish @mandyjiroux the best birthday ever! I love her so much!,1,0.1350504457950592,roberta-mlm-loss,medium,0,0.6864269494459214,aisopos_ntua_2L,bio-is,
140,"Happy Thanksgiving to all who celebrate! It's a beautiful day here, clear and crisp. About to get my ""cook on"".",1,0.0032959741074591,roberta-mlm-loss,easy,0,0.6744261190070618,aisopos_ntua_2L,bio-is,
143,@Avaaz you don«t have to thank! in fact I should thank you guys! we are in the same channel! greetings fr Cancun Mx,1,0.0902960300445556,roberta-mlm-loss,medium,0,0.6823150202196004,aisopos_ntua_2L,bio-is,
144,These guys are pretty cool: http://www.myspace.com/thesethreecities,1,0.1321137547492981,roberta-mlm-loss,medium,0,0.6605563154593315,aisopos_ntua_2L,bio-is,
145,@osangmeister deep thanks to my love osang and rubs.,1,0.0631939470767974,roberta-mlm-loss,medium,0,0.6674953333192403,aisopos_ntua_2L,bio-is,
146,@vbrissa07 I am so SMART S-M-R-T,1,0.00637266645208,roberta-mlm-loss,easy,0,0.6858162349662027,aisopos_ntua_2L,bio-is,
147,ran 7.5 miles comfortably. The comeback trail is going well!,1,0.2484626471996307,roberta-mlm-loss,hard,0,0.6843107921404945,aisopos_ntua_2L,bio-is,
148,"@JessyBR Hmm, I think he went to meet and greet yes. And the show is always great!! No stalker at all. Bras, Purple Boa and much love!",1,0.4682347178459167,roberta-mlm-loss,hard,0,0.6641272537449117,aisopos_ntua_2L,bio-is,
149,@2Popetorn arrghh u r on twitter too!,-1,0.5095152258872986,roberta-mlm-loss,hard,0,0.6804890828346158,aisopos_ntua_2L,bio-is,
150,"YEC is a wrap. Great working with Skillet, Group1crew and Bluetree. All incredible people doing incredible things.",1,0.2573419213294983,roberta-mlm-loss,hard,0,0.6889082104272433,aisopos_ntua_2L,bio-is,
153,guess what ---- i finished the lease and my financial aid paper .... i feel like thee only weight has been lifted off my shoulders. =]],1,0.4476900696754455,roberta-mlm-loss,hard,0,0.6861811106256193,aisopos_ntua_2L,bio-is,
154,@trelljj thats cool,1,0.0140597047284245,roberta-mlm-loss,easy,0,0.6833198326632672,aisopos_ntua_2L,bio-is,
155,@jaronmc LOL it goes together nicely - see I'd have to rush onto my balcony to ge the shot and right now haz no pants,1,1.212079405784607,roberta-mlm-loss,hard,0,0.6564049019524482,aisopos_ntua_2L,bio-is,
156,"luv it! RT @RobertGirandola when I was little, I used to draw on the walls, signed it with my brother's name-parents bought it for a while.",1,0.0290814824402332,roberta-mlm-loss,medium,0,0.6798423758471098,aisopos_ntua_2L,bio-is,
157,RT @tqjones44: Conservatives & republicans R scared 2 death that their children may find out that their parents R BAT SHIT CRAZY! #gop #tcot,-1,0.2049372643232345,roberta-mlm-loss,hard,0,0.6564536811917707,aisopos_ntua_2L,bio-is,
158,Aww qtt my periodd |Stupidd harr dyee didnt workk.Neww Picturee qoo comment ill returnn the favorr:)| Talkin to And ... http://lnk.ms/3g6hq,-1,0.97597736120224,roberta-mlm-loss,hard,0,0.6865911441433024,aisopos_ntua_2L,bio-is,
159,@rajeshlalwani ah woh toh hain. I felt that too. But then Twitter is an outlet no? Throwing some ++++++++ve energy at you. :-),1,0.1425485908985138,roberta-mlm-loss,medium,0,0.672661680974078,aisopos_ntua_2L,bio-is,
160,@AHisme Haha! I think they're all worth it - British guys are extremely talented and extremely charming.:),1,0.0307918507605791,roberta-mlm-loss,medium,0,0.6739881299386102,aisopos_ntua_2L,bio-is,
161,"I love coming home freezing, smelling of wood smoke, and full of fried chicken, veggies, and a million kinds of cake :)",1,0.0089492099359631,roberta-mlm-loss,easy,0,0.681856122990695,aisopos_ntua_2L,bio-is,
163,Arrived at the cockpit. Good morning all :D,1,0.3960497677326202,roberta-mlm-loss,hard,0,0.6704877371055485,aisopos_ntua_2L,bio-is,
164,bought a Nikon D3000 SLR today!!!! thanks grandma i'll miss you!! but ill think of you w/ every new memory! =),1,0.0087766405194997,roberta-mlm-loss,easy,0,0.6676411276290433,aisopos_ntua_2L,bio-is,
165,:) si RT@Lyphpcp: It's fun to stay at the y-m-c-a.......,1,0.4455317556858063,roberta-mlm-loss,hard,0,0.6681795624639537,aisopos_ntua_2L,bio-is,
166,"and in case you don't know, i'm on omegle. :)",1,0.0020383044611662,roberta-mlm-loss,easy,0,0.669382917302523,aisopos_ntua_2L,bio-is,
167,Im talking to myself. Haha. See what its come to. Lol. :),1,0.2609841525554657,roberta-mlm-loss,hard,0,0.6847070915864375,aisopos_ntua_2L,bio-is,
168,"Ah :) You make me smile so much, and you don't even know it.",1,0.1485473066568374,roberta-mlm-loss,medium,0,0.6344842704282236,aisopos_ntua_2L,bio-is,
169,I love watching old shows I feel they have more values than shows today:),1,0.0078534679487347,roberta-mlm-loss,easy,0,0.6655968323364269,aisopos_ntua_2L,bio-is,
171,Hungry? Maybe? Reading harry potter. :),1,0.3066352307796478,roberta-mlm-loss,hard,0,0.6885692767571581,aisopos_ntua_2L,bio-is,
172,Summer! Summer! Its Summer Mother Fuckers!!!! :D,1,0.0048643462359905,roberta-mlm-loss,easy,0,0.6710654135292486,aisopos_ntua_2L,bio-is,
173,"RT @Mulator: 5 minutes until we hear the sweet music of ""He Shoots....HE SCORES!",1,0.5466480851173401,roberta-mlm-loss,hard,0,0.681878069658368,aisopos_ntua_2L,bio-is,
174,http://twitpic.com/ear75 - Mmm desert :),1,0.0871283188462257,roberta-mlm-loss,medium,0,0.6618382566553157,aisopos_ntua_2L,bio-is,
176,Just booked a last minute trip to Germany. Going to Hamburg & and a little town that I cannot spell. :),1,0.0034912268165498,roberta-mlm-loss,easy,0,0.6784673571066613,aisopos_ntua_2L,bio-is,
180,I'm updating the @tweamburke folder! :),1,0.0032352569978684,roberta-mlm-loss,easy,0,0.6713735398477474,aisopos_ntua_2L,bio-is,
181,@Mircea_Popescu i'll do my best:),1,0.0027547753416001,roberta-mlm-loss,easy,0,0.6915702418186804,aisopos_ntua_2L,bio-is,
182,@illscarlett winnipeg soon ? (: hope so. i love you guys <3,1,0.1878855526447296,roberta-mlm-loss,medium,0,0.6901845371584049,aisopos_ntua_2L,bio-is,
183,Oh man. I am very tired. But I'm very happy. I feel loved by KC & Co. It's amazing. :),1,0.0014294289285317,roberta-mlm-loss,easy,0,0.6632615866371155,aisopos_ntua_2L,bio-is,
184,@JeffTimmons98 Did u talk about me? lol I was hoping to hear ur voice too. Do another BT instead:) loveya,1,0.3788279891014099,roberta-mlm-loss,hard,0,0.6846929846843456,aisopos_ntua_2L,bio-is,
185,@corgreen So glad to see everything went good :) now the journey begins :) congrats :) what a great Christmas present :),1,0.0073216301389038,roberta-mlm-loss,easy,0,0.6808617629476199,aisopos_ntua_2L,bio-is,
186,@MarvetBritto it definitely is! You should have a book of all your 'PR Gems' I always read them 2 my class & my teacher loves them! :),1,0.4563272297382355,roberta-mlm-loss,hard,0,0.6879511983976601,aisopos_ntua_2L,bio-is,
187,@jackieloi wah! died ah.. I mean.. Diet ah? :D,1,0.3383094668388366,roberta-mlm-loss,hard,0,0.6835486844502405,aisopos_ntua_2L,bio-is,
188,@realbrookewhite aww you look really pretty in that pic :) i love your hat! thanks for sharing :D,1,0.0011467294534668,roberta-mlm-loss,easy,0,0.6700503875756225,aisopos_ntua_2L,bio-is,
190,@CathrynMarie Mornin Cat! I have some Yams for you. :),1,0.1315664649009704,roberta-mlm-loss,medium,0,0.6711484154882656,aisopos_ntua_2L,bio-is,
193,@diamondlarry Amen to that! : ),1,0.0021746319252997,roberta-mlm-loss,easy,0,0.6928690992684402,aisopos_ntua_2L,bio-is,
194,Lol aww! RT @AubreyODay: http://twitpic.com/gi9in - My momma with her man. They haven't seen each other for a week. Getting that cuddle ...,1,0.074922889471054,roberta-mlm-loss,medium,0,0.6836921008063479,aisopos_ntua_2L,bio-is,
195,http://twitpic.com/7b9zm - I love mary (:,1,0.3362600207328796,roberta-mlm-loss,hard,0,0.6737170948479841,aisopos_ntua_2L,bio-is,
196,@itsmebadgley suuurrrrrreeee u will ha i know one subject u will NOT answer. :-) you are on my twit wallpaper ha ha thats not weird at all..,1,0.3052355051040649,roberta-mlm-loss,hard,0,0.6648792014508168,aisopos_ntua_2L,bio-is,
198,"@fanyjjang They were so awesome, weren`t they? :) Gosh, I hope they`ll be as popular as SNSD!",1,0.0318943299353122,roberta-mlm-loss,medium,0,0.6719376624628846,aisopos_ntua_2L,bio-is,
199,"OK yeah hahah so I am back state fair, i am frekin tired it is time to go back to bed again lol!!! =)",1,0.0644758567214012,roberta-mlm-loss,medium,0,0.6512199113650881,aisopos_ntua_2L,bio-is,
200,@carolinamnz :D i know loveU! caroons,1,1.0518373250961304,roberta-mlm-loss,hard,0,0.6826008981699458,aisopos_ntua_2L,bio-is,
