index,text,score,difficulty_score,difficulty_strategy,difficulty,fold,entropy
101,"First time cycling to work on consecutive days - heavy legs :-(. Also, yoghurt and raspberries do not = enough to cycle on",-1,0.2155839651823043,roberta-mlm-loss,hard,0,0.6931422347072129
103,Hate being I'll at weekends...all my plans are out the window for soup and a sofa :-(,-1,0.0699484199285507,roberta-mlm-loss,medium,0,0.6917747853577174
106,A piece of my car snapped clean off when I opened my driver's side door earlier and now my door won't stay open. :(,-1,0.0018653238657861,roberta-mlm-loss,easy,0,0.6905150680145216
108,@Bobby_Dore15 YEAH :( i dont even have the energy to think anymore.,-1,0.0045913499779999,roberta-mlm-loss,easy,0,0.6913352123844054
109,"i miss my holidays like mad already, :(",-1,0.0002994565584231,roberta-mlm-loss,easy,0,0.6929257809792589
113,I lost my hairbrush somewhere between brooklyn and michigan. & went swimming this morning. I'm going to make a fantastic first impression!,-1,0.0016456876182928,roberta-mlm-loss,easy,0,0.6871439584149832
114,I gotta get the FUCK outta here smh......fuck it im gon take a risk!,-1,0.01618592441082,roberta-mlm-loss,easy,0,0.6906904504584686
115,God damn it. I want a fucking game night. I WANT TO PLAY ZE BOARD GAMES!,-1,0.0110930763185024,roberta-mlm-loss,easy,0,0.6907088583633352
116,Another long day. Surprisingly stress-less considering the rain and commute. Lunchenda at Mister Kebab. Keema and pita YUM!!!,1,0.0350848771631717,roberta-mlm-loss,medium,0,0.6822772297731658
118,"@kokeshi_me Did you make the marionette, too? Both pieces are amazing!",1,0.0030338387005031,roberta-mlm-loss,easy,0,0.6742759125744104
120,"@_yoyo I still dunno what I would put on it! lol... So far it would consist of pics & that's what flickrs for! But I like the name, I think.",1,0.5907087326049805,roberta-mlm-loss,hard,0,0.6479369339817035
121,"@MaggaGyal loo, well then you had better grab some grub then. I love Zsa Zsa Gabor. So classy and stylish.",1,0.1053781658411026,roberta-mlm-loss,medium,0,0.6720969101840044
123,I can celebrate now... RT @smojica: Dropbox the iPhone app has dropped http://tinyurl.com/yko4dzg,1,0.3957038223743438,roberta-mlm-loss,hard,0,0.6781471968776766
125,:) !!!! RT @usnoozin: #FollowFriday MY FAVS - AWESOME @danhe13 @Gemstars @Superglrl @jennihogan @Crystalrose64 @Radioblogger @Drewfromtv,1,0.5301163196563721,roberta-mlm-loss,hard,0,0.6821850027105915
126,"Fans are on and windows are on, but I'm still really hot. Do not want, August.",-1,0.0383366793394088,roberta-mlm-loss,medium,0,0.691551840868319
127,@jordanknight ur wearing the outfits y'all wore during hanging tough aren't u ? lol,1,0.0394944250583648,roberta-mlm-loss,medium,0,0.6539169379886959
128,@AmieyAcula rednecks don't like our kind... LoL,1,0.0680631771683693,roberta-mlm-loss,medium,0,0.6711158019709296
131,Can't wait to tackle @AmyPookers and @erynmichael in a hug in a few hours!! <33,1,0.2565238773822784,roberta-mlm-loss,hard,0,0.6820847121021505
132,woooot woooooooot! 90210 has picked the right baseball team! good shitttt.,1,0.0056912810541689,roberta-mlm-loss,easy,0,0.671655583548677
133,@morriscat That would be lovely! Then we can have the roasted chicken and tuna fishies all day long!,1,0.0176195353269577,roberta-mlm-loss,easy,0,0.6767453024961955
135,"@nieanadya I've heard it gets sad at times, but i'm still going to see it, it looks funny.. I usually see everything that comes out lol",1,0.0093961833044886,roberta-mlm-loss,easy,0,0.6855823632607352
137,Hi creepy foreign men. Subway at 9am is NOT Havana at 9pm. Go away!,-1,0.3022988140583038,roberta-mlm-loss,hard,0,0.690343763647508
140,"Happy Thanksgiving to all who celebrate! It's a beautiful day here, clear and crisp. About to get my ""cook on"".",1,0.0032959741074591,roberta-mlm-loss,easy,0,0.6824428729286713
141,@ashbash6317 heck yea we are... That is why you and everyone else keep me around. ;),1,0.1720447838306427,roberta-mlm-loss,medium,0,0.6820255291548172
145,@osangmeister deep thanks to my love osang and rubs.,1,0.0631939470767974,roberta-mlm-loss,medium,0,0.6788264497468475
146,@vbrissa07 I am so SMART S-M-R-T,1,0.00637266645208,roberta-mlm-loss,easy,0,0.6842102048822278
147,ran 7.5 miles comfortably. The comeback trail is going well!,1,0.2484626471996307,roberta-mlm-loss,hard,0,0.6653100536559401
149,@2Popetorn arrghh u r on twitter too!,-1,0.5095152258872986,roberta-mlm-loss,hard,0,0.6894240437240391
151,Already finished final edits of ch 3. Shinny & lovely. Absolutely proud of hook at the end. On to ch 4 #amwriting,1,0.1038310974836349,roberta-mlm-loss,medium,0,0.6859432497226655
152,"@s_lesley @orphesteude this is interesting being a sort of moderator between you two. sarah you text, i read to taylor over skype. fun times",1,0.1883492171764373,roberta-mlm-loss,medium,0,0.6688235216785785
154,@trelljj thats cool,1,0.0140597047284245,roberta-mlm-loss,easy,0,0.651559241720735
156,"luv it! RT @RobertGirandola when I was little, I used to draw on the walls, signed it with my brother's name-parents bought it for a while.",1,0.0290814824402332,roberta-mlm-loss,medium,0,0.6744282557204981
157,RT @tqjones44: Conservatives & republicans R scared 2 death that their children may find out that their parents R BAT SHIT CRAZY! #gop #tcot,-1,0.2049372643232345,roberta-mlm-loss,hard,0,0.6864879988846672
161,"I love coming home freezing, smelling of wood smoke, and full of fried chicken, veggies, and a million kinds of cake :)",1,0.0089492099359631,roberta-mlm-loss,easy,0,0.6674945567300873
164,bought a Nikon D3000 SLR today!!!! thanks grandma i'll miss you!! but ill think of you w/ every new memory! =),1,0.0087766405194997,roberta-mlm-loss,easy,0,0.6640953902468187
165,:) si RT@Lyphpcp: It's fun to stay at the y-m-c-a.......,1,0.4455317556858063,roberta-mlm-loss,hard,0,0.6804909452306962
166,"and in case you don't know, i'm on omegle. :)",1,0.0020383044611662,roberta-mlm-loss,easy,0,0.6889001494928821
169,I love watching old shows I feel they have more values than shows today:),1,0.0078534679487347,roberta-mlm-loss,easy,0,0.681594306272624
170,Can't wait to looky2 @ ampel next week...bwahahaha :D http://myloc.me/SnbZ,1,0.3870388865470886,roberta-mlm-loss,hard,0,0.6861844352883527
171,Hungry? Maybe? Reading harry potter. :),1,0.3066352307796478,roberta-mlm-loss,hard,0,0.6833116449974592
174,http://twitpic.com/ear75 - Mmm desert :),1,0.0871283188462257,roberta-mlm-loss,medium,0,0.6798364507745693
175,"@chadwickhjones ha; i dont get facebook, lol. :)",1,0.1822656244039535,roberta-mlm-loss,medium,0,0.6564567766939691
176,Just booked a last minute trip to Germany. Going to Hamburg & and a little town that I cannot spell. :),1,0.0034912268165498,roberta-mlm-loss,easy,0,0.6865951202813307
178,i think shakey's has the best buffalo wings :),1,0.0028893889393657,roberta-mlm-loss,easy,0,0.6726647669284074
181,@Mircea_Popescu i'll do my best:),1,0.0027547753416001,roberta-mlm-loss,easy,0,0.6806079228294675
185,@corgreen So glad to see everything went good :) now the journey begins :) congrats :) what a great Christmas present :),1,0.0073216301389038,roberta-mlm-loss,easy,0,0.6681673991687123
187,@jackieloi wah! died ah.. I mean.. Diet ah? :D,1,0.3383094668388366,roberta-mlm-loss,hard,0,0.6846976550222033
189,@mitchelmusso - Britney does! (: Hahaha. And why don't you just go to 2010? That's one more person you can make happy! (:,1,0.2827215194702148,roberta-mlm-loss,hard,0,0.6655830211723142
191,homecoming at church in a lil bit (: ... http://lnk.ms/2hgVt,1,0.0412425994873046,roberta-mlm-loss,medium,0,0.6885778303799703
196,@itsmebadgley suuurrrrrreeee u will ha i know one subject u will NOT answer. :-) you are on my twit wallpaper ha ha thats not weird at all..,1,0.3052355051040649,roberta-mlm-loss,hard,0,0.6842348172965944
197,@natassiachloe HAHAH yeshh thankss tass :) http://myloc.me/CpJ8,1,0.0929716825485229,roberta-mlm-loss,medium,0,0.6784942860789182
199,"OK yeah hahah so I am back state fair, i am frekin tired it is time to go back to bed again lol!!! =)",1,0.0644758567214012,roberta-mlm-loss,medium,0,0.6713986840132617
200,@carolinamnz :D i know loveU! caroons,1,1.0518373250961304,roberta-mlm-loss,hard,0,0.6826953830114588
201,"@bbygirl_wy See you later! Ice cream bar later, tara :-)",1,0.0941627323627471,roberta-mlm-loss,medium,0,0.6713668698083873
202,15th monthsary!!!!!!!!!!!!!! <3 bpp is the best bf in this whole damn world! (:,1,0.4718027114868164,roberta-mlm-loss,hard,0,0.6915694181085936
203,@saramadison Lets!! I have two. :),1,0.8588025569915771,roberta-mlm-loss,hard,0,0.690183291068079
204,"Beautifull news - ""endless music"" of Michael Jackson :) http://bit.ly/n73mz",1,0.0951672196388244,roberta-mlm-loss,medium,0,0.6633013626545008
208,So excited to go to the airport today. I haven't been there in a while and its always nice to see departures and arrivals:) People are w ...,1,0.0099313491955399,roberta-mlm-loss,easy,0,0.6835454439484423
213,"@EyeRanProtestr It is YOU, pal who are in custody... And already confessed without coercion :)))))))))) #iranelection",1,0.1449052691459655,roberta-mlm-loss,medium,0,0.6711329733308552
214,Lots of children crying at school today - surprisingly Anya wasn't one of them. I got a big super huge hug though :),1,0.0033006840385496,roberta-mlm-loss,easy,0,0.6614839650592461
215,Okokok lmao forreal this time ima go shower =) a NICE HOT shower lol my bathroom is madd steamy right now =) lol,1,0.1861214935779571,roberta-mlm-loss,medium,0,0.6900739634610265
216,"@cuwarrior - If that's true, it's still a lot. (and don't get me started on the other spending or the Iraq war... I'm punching out soon :)",-1,0.4237194955348968,roberta-mlm-loss,hard,0,0.6928670734544486
220,@LilGreenFingers Thank you :-) and will call you soon.,1,0.3478153645992279,roberta-mlm-loss,hard,0,0.6648337938362328
222,@queenmotherblog I will keep my fingers crossed for you! hehe :),1,0.0055953259579837,roberta-mlm-loss,easy,0,0.671917174074097
225,I got my new phone! It's beautiful!!! ...and I already want a new one. =),1,0.0156004894524812,roberta-mlm-loss,easy,0,0.6930397645531726
226,"i wish i knew someone famous. or was related. how cool would that be?omg thats my new life goal, to perzonally know a celeb! :) any offers?",1,0.1709423512220382,roberta-mlm-loss,medium,0,0.6912111574713629
228,is excited for the Wifi Testing in SM later! :) http://plurk.com/p/14cdn2,1,0.29745814204216,roberta-mlm-loss,hard,0,0.6721868732846077
229,"i am currently joining twitter because my beautiful andrea told me it was amazing, lol (:",1,0.0891346707940101,roberta-mlm-loss,medium,0,0.6719609685494802
230,RT @spiceee:happy 09/09/09! http://bit.ly/lxvrP,1,0.4173128008842468,roberta-mlm-loss,hard,0,0.6561952381884044
231,i made it! :D,1,0.0006416792166419,roberta-mlm-loss,easy,0,0.658155416426413
235,The last 2009 .huhuu. Great year ever! and full of memory :),1,0.085435152053833,roberta-mlm-loss,medium,0,0.6513599718352254
240,Great Morning USA! @JoeJonasLoverxo @Courtney731 @lalasarah @xKathyxTarax and @lesliellyn were the first five to get it! :D,1,0.2332666963338852,roberta-mlm-loss,hard,0,0.6830479638437427
242,shares Hightlight of the day :) http://tinyurl.com/yhf7tjs http://plurk.com/p/2imggm,1,0.0839324966073036,roberta-mlm-loss,medium,0,0.6644422069128946
243,"@yellowduckx rawr! u need to watch more oowarai :) glee is awesomeee, soooo wuzzup?",1,0.2356502264738083,roberta-mlm-loss,hard,0,0.6931464057876977
244,having a fun time 'riding' on my sister's back! haha.. she's huge and i'm a dwarf compared to her :D,1,0.0008389429422095,roberta-mlm-loss,easy,0,0.6931435174748912
248,@five15design I bought an Orinoco when I was in the UK years ago - he does rock! :-),1,0.6241857409477234,roberta-mlm-loss,hard,0,0.6826908675338355
250,@XPR Hope you enjoy the Vitamin D. :),1,0.2989427447319031,roberta-mlm-loss,hard,0,0.6253788165921914
251,Nice. Sitting outside drinking coffee and listen to live music. The guy isn't so bad. Knows how to play the guitar :),1,0.0006255141925066,roberta-mlm-loss,easy,0,0.6894289258300625
252,APOD today - such a cool shot. I just hope Wolowitz was not involved in its construction. :) http://bit.ly/dYdIW,1,0.0369639098644256,roberta-mlm-loss,medium,0,0.6776954173510514
253,detailing lagi :D yeahh.... I Love it,1,0.0568746887147426,roberta-mlm-loss,medium,0,0.6629067028064825
257,"@MarcoShaw :) well when I get settled, maybe I'll get one to ""splinter"" from IT Pro or a coffee and Code :)",1,0.2954312264919281,roberta-mlm-loss,hard,0,0.65853454871855
259,"@NongLing Yeah I got it. Shaking me head, but I got it. :) LOL",1,0.0063934936188161,roberta-mlm-loss,easy,0,0.6913327267067872
261,okay twitter going to sleep now or read lol love ya with all my heart and GOD BLESS every second of every day :),1,0.36713308095932,roberta-mlm-loss,hard,0,0.6574807287418156
262,http://twitpic.com/ck3ei - natalie and me when we were about 10 or 11 years old :),1,0.1155029535293579,roberta-mlm-loss,medium,0,0.6825615272088141
263,"@HardcoreLomeli Really??! Awesome! I recommend you to listen to ""Wild Hope"" (record). It'll change you life. :)",1,0.0295807905495166,roberta-mlm-loss,medium,0,0.6226723352748302
264,@poetryinsepia HAHAHA okay love. i understand. (:,1,0.5208982229232788,roberta-mlm-loss,hard,0,0.6677216979753475
265,Bearly coming back from school for da registration :)and going back tomorrow,1,0.1231632158160209,roberta-mlm-loss,medium,0,0.6683766075016087
267,@alexknight I just saw. I tried to cancel the first one but it didn't work :) haha,1,0.0098023461177945,roberta-mlm-loss,easy,0,0.6918698937142351
268,@zbussey -_- enough with the tofu! okay so will u get me some :),1,0.3689013719558716,roberta-mlm-loss,hard,0,0.686596453894291
270,Inglorious Bastards pretty good. Time for a little booty shaking and trainwreck chasing. :),1,0.0032323871273547,roberta-mlm-loss,easy,0,0.6794639852500213
271,"(: Last update of the night. Busy day tomorrow- but I'd be lying if I said I wasn't excited. Goodnight Twitter, tweet dreams.",1,0.1142982020974159,roberta-mlm-loss,medium,0,0.6852453470020201
272,"@karinkydink Oh. No, I haven't seen it. We aren't ashamed of *ourselves.* :D",1,0.0035554717760533,roberta-mlm-loss,easy,0,0.681468843319905
273,@MHeadcase thanks :))) I'm gonna enjoy today,1,0.0680529624223709,roberta-mlm-loss,medium,0,0.6769554316223456
277,@MillaJovovich lol - well thats good news :D how far into RE are you now? x,1,0.0249951146543025,roberta-mlm-loss,easy,0,0.6471629473384359
