index,text,score,difficulty_score,difficulty_strategy,dificulty
14,@kuuipo1207 are their pigments good??? i dont have any occ stuff yet :(,-1,0.754766047000885,roberta-mlm-loss,hard
15,"Whee, just uselessly biked back and forth between Voorhout, turns out I don't have to work until 12:30. Could have slept in... :(",-1,0.10011884570121765,roberta-mlm-loss,medium
16,and i never see you on my online friends :(,-1,0.00298708351328969,roberta-mlm-loss,easy
17,@Funkyheff I have no marketable skills. :(,-1,0.004342769272625446,roberta-mlm-loss,easy
18,RT LOVE IT!!.LeeConti #bb10 I expect there to be a massive reduction in new born babies named Beatrice for a number of years to come..,1,0.3747215270996094,roberta-mlm-loss,hard
19,Terrible sports weekend.... VT and Eagles lose. Unbelievable :(,-1,0.006295615341514349,roberta-mlm-loss,easy
20,on bebo and i have no more love to giv out :(,-1,0.012304008938372135,roberta-mlm-loss,easy
21,I hate being sick its gay. :(,-1,0.1371072679758072,roberta-mlm-loss,medium
22,@vickiheyworth you're right. Maybe the perfect costume is in the closet. I wanted a wig though. :(,-1,0.003096930915489793,roberta-mlm-loss,easy
23,"no more allowance, damn red mango! damn tattoo.:( how will i eat?",-1,0.2220083475112915,roberta-mlm-loss,hard
24,Dude i seriously feel bad and sad for that lady who got the swine flu shot and triggered something to fuck her up :( whos heard bout this?,-1,0.19434313476085663,roberta-mlm-loss,medium
25,Photo: Tried and Tested. The REAL sis&bro imisss :( http://tumblr.com/xsp2rh29d,-1,0.12983085215091705,roberta-mlm-loss,medium
26,@tamster1328 Hi. I'm Lisa. I can't listen to the cell cast. :(,-1,0.340000182390213,roberta-mlm-loss,hard
27,#taiwanfloods Over 600 [missing] as reported in the US (NBC Nightly news). :( (via @photojazz),-1,0.0059388321824371815,roberta-mlm-loss,easy
28,"SERIOUSLY wishing I wasn't at work right now. I just want bed, The Smiths, strawberries and sleep :(",-1,0.011259119026362896,roberta-mlm-loss,easy
29,Its depressing to watch my bank account get smaller and never bigger:( I need to get a job soon!,-1,0.9048011302947998,roberta-mlm-loss,hard
30,"don't cry honey, i miss you too :(",-1,0.0005016083596274257,roberta-mlm-loss,easy
31,"airport tomorrow morning, can't wait, i get to see my japanese host student, i miss her! :(",-1,0.03629877418279648,roberta-mlm-loss,medium
32,My boyfriend officially banned me from taking space trips :(,-1,0.006151608657091856,roberta-mlm-loss,easy
33,"@EmmaLBishop Usually by this point I'm feeling slightly more human, but I feel the same, I just wanna stop shaking :(",-1,0.03090905211865902,roberta-mlm-loss,medium
34,what do i have to do? .......... :(,-1,0.7869851589202881,roberta-mlm-loss,hard
35,I'm at the Cinemar *all by myselfffffff*. I miss you :( x,-1,0.5338576436042786,roberta-mlm-loss,hard
36,Wow! Got transferred to a specialist and found out I got a wisdom tooth :( wtf! Fml,-1,0.12157460302114487,roberta-mlm-loss,medium
37,(860): Oh my god. Oh my god. Oh my god. I drunk emailed a professor on friday. Oh my god. Oh my god.,-1,0.6335523128509521,roberta-mlm-loss,hard
38,I think my tummy is talking.. ):,-1,0.9864437580108643,roberta-mlm-loss,hard
39,Gonna be a busy day. *faceplants* I'm so tired... can't I go back to bed? :(,-1,0.0181743036955595,roberta-mlm-loss,easy
40,@oritsuru I can't play the PS2 ones on my PS3 'cause i only got it in February :(,-1,0.018855730071663857,roberta-mlm-loss,easy
41,I think i have a sleeping disorder :(,-1,0.0027465454768389463,roberta-mlm-loss,easy
42,Just realized I haven't ridden motorcycle in weeks :(,-1,0.02297135815024376,roberta-mlm-loss,easy
43,@mitchy1441 Chocolate & Cheesecake? Hmmm..Just don't let him try to gargle the peanut butter...I've tried...It just didn't work out :(,-1,0.004024073947221041,roberta-mlm-loss,easy
44,"Dis walkin shit is gay. I think i found the guy whose bike seat got switched with mine, left him a note. My chest hurts :(",-1,0.03013320453464985,roberta-mlm-loss,medium
45,"says HAPPY FRIDAY!! I want to drown my motorcycle problems with yarn, however, I spent too much on parts. :(... http://plurk.com/p/1d0o64",-1,0.01703978143632412,roberta-mlm-loss,easy
46,My Grandma passed away today. :( R.I.P. Lorraine Humbracht you were a great woman and fantastic Grandma.,-1,0.12692208588123322,roberta-mlm-loss,medium
47,@Rdangelz I DIDN'T! :(,-1,0.004127067048102617,roberta-mlm-loss,easy
48,@essteeyou Can't really. Will tough it out but cancelled on Chloe. Can't bear the thought of sniffling and feeling shitty through a film :(,-1,0.15378184616565704,roberta-mlm-loss,medium
49,@chariberri i know. watch its gonna turn out to be nothin. :( it better be somethin...,-1,0.680713951587677,roberta-mlm-loss,hard
50,"@happyhwife yeah, I think you will miss it. it makes me sad how fast he's growing up! :(",-1,0.06545484811067581,roberta-mlm-loss,medium
51,"@ririardana i'd love to! but my budget is not enough, i'm using ma own money! :(",-1,0.13393911719322205,roberta-mlm-loss,medium
52,@alizegel i cant i bought my books last night and now have natta in the bank till i start work :(,-1,0.4308432340621948,roberta-mlm-loss,hard
53,@kentruff I can't help the way I look :( LOL,1,0.004761375952512026,roberta-mlm-loss,easy
54,Got emotional at The Children's War Exhibit. Esp at the sinking of City of Benares ship with the loss of 77 child evacuees. Heartbreaking :(,-1,0.5349355340003967,roberta-mlm-loss,hard
55,ughh...tummy hurts :( on a better note the America's Most Wanted Tour=2morrow then Cedar Point is on Friday <3,-1,0.19136835634708405,roberta-mlm-loss,medium
56,I've got a fantastic headache :( time to sleep me thinks. Night everyone,-1,1.1905763149261475,roberta-mlm-loss,hard
57,Sitting at indoor soccer facility bums me out.. Reminded of my past.. : (. Miss playing. - http://rubyurl.com/J9ZI,-1,0.7216775417327881,roberta-mlm-loss,hard
58,@heycassadee http://twitpic.com/cptac - omg i had that bracelet but in pink! it kinda died :(,-1,0.05141781270503998,roberta-mlm-loss,medium
59,"The street signs look like they're going to get ripped off, that's how strong the wind is :(",-1,0.0005536242388188839,roberta-mlm-loss,easy
60,"@tommcfly please say hello to my, i need this, make me happy today xxxx eu te amo ): 11",-1,0.5375118851661682,roberta-mlm-loss,hard
61,Waiting for the school bus. :(,-1,0.48657849431037903,roberta-mlm-loss,hard
62,:( leg hurts and i need a new chair to sit in for rock band,-1,1.0837870836257935,roberta-mlm-loss,hard
63,@therezzza I'm not ignoring you!!!!! :( you said west10 isn't showing the proposal so I assumed we weren't going anymore..,-1,0.14805251359939575,roberta-mlm-loss,medium
64,@kindasleepy That's shitty :( I'm a chubby butt so I know the feeling but just gotta ignore the surraoundings and concentrate on the goal!,-1,0.013229327276349068,roberta-mlm-loss,easy
65,"I thought grammar should matter whenever/however you communicate? I know, there are so many now who don't use it. :( @ButtercupD",-1,0.07649531960487366,roberta-mlm-loss,medium
66,I can't get out of bed :(,-1,0.00012435248936526477,roberta-mlm-loss,easy
67,"""we work hard and sleep less... we are underpaid... we lack holidays...we dont have social life & real homes... ""... In pusuit of a PhD _ :(",-1,1.0158096551895142,roberta-mlm-loss,hard
68,Grr. She dropped her phone on my head :(,-1,0.0002426395076327026,roberta-mlm-loss,easy
69,@antwun .. Yea. Nd my simcards are sumwhr dnt knw whre!! :( too tired il gve it lata,-1,0.24634718894958496,roberta-mlm-loss,hard
70,@Havoc1108 @Johnny559 @DrAiRrick Hey fuck Isaiah right?? He shouldn't get an invite... No he doesn't. Pshhh and to think I had friends. :((,-1,0.11194474995136261,roberta-mlm-loss,medium
71,RT @Asher_Ashy I HATE WEN YU LIKE SUMBODY N DEY DNT LIKE YU BAQ.. BUT DEN MONTHS L8R DEY SEE YU N WANT YU.. BUT YU DNT WANT DEM.. LIKE WTFF.,-1,0.4660007953643799,roberta-mlm-loss,hard
72,"*ahem* @montreat http://www.wireless.att.com/learn/why/3gmicrocell Yes, I know it only supports up to 4 users :(",-1,0.3541228771209717,roberta-mlm-loss,hard
73,@blueturnsred http://twitpic.com/79m06 - awww. i'm so sorry baby :(,-1,0.252165824174881,roberta-mlm-loss,hard
74,Just woke up a bit ago. My mouth is still very sore. Waiting to get a call back from the dentist's office. :(,-1,0.00038827411481179297,roberta-mlm-loss,easy
75,I also have a headache @KateCooperOwen and have also just been sick at work :(,-1,0.0012501714518293738,roberta-mlm-loss,easy
76,Technology hates me. Third time this week i gotta take my laptop to the techs >:(,-1,0.1587204784154892,roberta-mlm-loss,medium
77,@CalEvans It's not just you... I feel like I'm chasing my own tail. :( Know the feeling?,-1,0.31121429800987244,roberta-mlm-loss,hard
78,"Yup, so The Orphan, is wak as fuck, just found out. :(",-1,0.18990914523601532,roberta-mlm-loss,medium
79,@guido38 I had to get rid of the pupp:(,-1,1.4400811195373535,roberta-mlm-loss,hard
80,@jaxsk I hate spam followers so much! And how it looks like its gone to rain again :( http://myloc.me/oLds,-1,0.1867247223854065,roberta-mlm-loss,medium
81,I am not feeling the love at all :-(,-1,0.001695999875664711,roberta-mlm-loss,easy
82,"@deepNdistant I didn't see ANYTHING, and I was out at midnight and again at 4...:(",-1,0.12301582098007202,roberta-mlm-loss,medium
83,@LittleLiverbird the tooth any better ...nothing worse :-(...,-1,0.18445521593093872,roberta-mlm-loss,medium
84,@musicgirl988 what's happen to your blog? i'm helpless :(,-1,0.003668994177132845,roberta-mlm-loss,easy
85,will have her new look later. pfshhh. (kinakabahan ako) :| http://plurk.com/p/35b460,-1,0.12573613226413727,roberta-mlm-loss,medium
86,@MyPrivateMuse Yuppp :(,-1,0.20712001621723175,roberta-mlm-loss,hard
87,& 4:03 A.M. is not a good time to be crying :( I should be asleep,-1,0.017374560236930847,roberta-mlm-loss,easy
88,is walking home in the friggin rain . so wet & cold :(,-1,0.019282707944512367,roberta-mlm-loss,easy
89,"Soaking wet, out of breath and my butt's a little sore :(",-1,0.0013579390943050385,roberta-mlm-loss,easy
90,"@DebbieFletcher and you'll come to Brazil with the money you win. We want you in Brazil Debbie, here's so cool, ask for tom ):",1,0.6113006472587585,roberta-mlm-loss,hard
91,around missing my baby :(,-1,2.192089319229126,roberta-mlm-loss,hard
92,"need my sunshine with me, here :(",-1,0.01542655285447836,roberta-mlm-loss,easy
93,Really wish I was in DC right now:(,-1,0.7432719469070435,roberta-mlm-loss,hard
94,going to take a shower; then fix some pizza . i miss my baby :( . texttt or call if you need me .,-1,0.6619399785995483,roberta-mlm-loss,hard
95,Let me go home...please...:(,-1,0.015408189967274666,roberta-mlm-loss,easy
96,"it could be the soundtrack to T and R's lives, too bad someday will never come for them :(",-1,0.16369321942329407,roberta-mlm-loss,medium
97,Just found out I have family affected by the typhoon in the Philippines. :( Thx to @HappySlip for this! http://bit.ly/vN9NI,-1,0.014395554549992085,roberta-mlm-loss,easy
98,just realized I left my coffee in my car. have to run out and get it on break :(,-1,0.008159665390849113,roberta-mlm-loss,easy
99,@janemcmurry unfortunately he doesn't :( i might clone and sell him. you'd like his LOST halloween costume too--daniel faraday.,-1,0.23625482618808746,roberta-mlm-loss,hard
100,@florateyu ))):flora i'm dying!!!,-1,1.0330315828323364,roberta-mlm-loss,hard
101,"First time cycling to work on consecutive days - heavy legs :-(. Also, yoghurt and raspberries do not = enough to cycle on",-1,0.21558396518230438,roberta-mlm-loss,hard
102,RT @AtlanticGolf Post a comment on our fan page http://twurl.nl/f0a8yh and you're entered to win a $100 Atlantic Golf gift card!,1,0.2595200836658478,roberta-mlm-loss,hard
103,Hate being I'll at weekends...all my plans are out the window for soup and a sofa :-(,-1,0.06994841992855072,roberta-mlm-loss,medium
104,"It would be AWESOME if the wedding I'm in could be like this (sadly, it really won't): http://bit.ly/29W0C0",-1,0.00036491130595095456,roberta-mlm-loss,easy
105,"That would make a funny T-shirt! RT @thebeadgirl: changing my name to ""dad""",1,0.00035582183045335114,roberta-mlm-loss,easy
106,A piece of my car snapped clean off when I opened my driver's side door earlier and now my door won't stay open. :(,-1,0.0018653238657861948,roberta-mlm-loss,easy
107,I've got Missy Higgins songs stuck in my head :(,-1,0.00035253562964498997,roberta-mlm-loss,easy
108,@Bobby_Dore15 YEAH :( i dont even have the energy to think anymore.,-1,0.004591349977999926,roberta-mlm-loss,easy
109,"i miss my holidays like mad already, :(",-1,0.0002994565584231168,roberta-mlm-loss,easy
110,there are so many films i haven't seen yet. :(,-1,0.0010143812978640199,roberta-mlm-loss,easy
111,"They're telling me to chug, 32 oz. Sooooo not gonna happen, it's time to go :( http://twitpic.com/a336r",-1,0.09080953150987625,roberta-mlm-loss,medium
112,"@daveellis0808 I've no idea if it's working, ain't got a spare to test :(",-1,0.0009882260346785188,roberta-mlm-loss,easy
113,I lost my hairbrush somewhere between brooklyn and michigan. & went swimming this morning. I'm going to make a fantastic first impression!,-1,0.0016456876182928681,roberta-mlm-loss,easy
114,I gotta get the FUCK outta here smh......fuck it im gon take a risk!,-1,0.016185924410820007,roberta-mlm-loss,easy
115,God damn it. I want a fucking game night. I WANT TO PLAY ZE BOARD GAMES!,-1,0.011093076318502426,roberta-mlm-loss,easy
116,Another long day. Surprisingly stress-less considering the rain and commute. Lunchenda at Mister Kebab. Keema and pita YUM!!!,1,0.03508487716317177,roberta-mlm-loss,medium
117,"Took the ""Qual sua fama na escola ?"" quiz & got: Popular ;D! What'll you get? _ http://bit.ly/11wXcn",1,0.15676207840442657,roberta-mlm-loss,medium
118,"@kokeshi_me Did you make the marionette, too? Both pieces are amazing!",1,0.003033838700503111,roberta-mlm-loss,easy
119,RT @isotopp: LOL @ http://twitpic.com/bcceq,1,0.14931924641132355,roberta-mlm-loss,medium
120,"@_yoyo I still dunno what I would put on it! lol... So far it would consist of pics & that's what flickrs for! But I like the name, I think.",1,0.5907087326049805,roberta-mlm-loss,hard
121,"@MaggaGyal loo, well then you had better grab some grub then. I love Zsa Zsa Gabor. So classy and stylish.",1,0.1053781658411026,roberta-mlm-loss,medium
122,"badmood badmood badmood -_- idk why, bcause I'm hungry or because bad hair daaay.",-1,0.13829025626182556,roberta-mlm-loss,medium
123,I can celebrate now... RT @smojica: Dropbox the iPhone app has dropped http://tinyurl.com/yko4dzg,1,0.39570382237434387,roberta-mlm-loss,hard
124,@nic_a_ that bad? I liked packed lunches and then went home for dinner too :-P,1,0.03458910807967186,roberta-mlm-loss,medium
125,:) !!!! RT @usnoozin: #FollowFriday MY FAVS - AWESOME @danhe13 @Gemstars @Superglrl @jennihogan @Crystalrose64 @Radioblogger @Drewfromtv,1,0.5301163196563721,roberta-mlm-loss,hard
126,"Fans are on and windows are on, but I'm still really hot. Do not want, August.",-1,0.038336679339408875,roberta-mlm-loss,medium
127,@jordanknight ur wearing the outfits y'all wore during hanging tough aren't u ? lol,1,0.03949442505836487,roberta-mlm-loss,medium
128,@AmieyAcula rednecks don't like our kind... LoL,1,0.0680631771683693,roberta-mlm-loss,medium
129,@marleyterrier i wil luk at it marly.fank yoo for sayin me bowt it.i ope yoo did be owt for wark tooday cos it do be nise an sunny.. strokes,-1,0.7451563477516174,roberta-mlm-loss,hard
130,"@pr_things now we have 2 things in common!!! ;)) now, what are your opinions about the color orange?",1,0.06276024878025055,roberta-mlm-loss,medium
131,Can't wait to tackle @AmyPookers and @erynmichael in a hug in a few hours!! <33,1,0.25652387738227844,roberta-mlm-loss,hard
132,woooot woooooooot! 90210 has picked the right baseball team! good shitttt.,1,0.00569128105416894,roberta-mlm-loss,easy
133,@morriscat That would be lovely! Then we can have the roasted chicken and tuna fishies all day long!,1,0.017619535326957703,roberta-mlm-loss,easy
134,@moegreeb well I have to admit that spending the days on my hands and knees like Cinderella isn't the most fun I could imagine.,-1,0.01627538911998272,roberta-mlm-loss,easy
135,"@nieanadya I've heard it gets sad at times, but i'm still going to see it, it looks funny.. I usually see everything that comes out lol",1,0.009396183304488659,roberta-mlm-loss,easy
136,so I just noticed that the MBP cools down through the keyboard. guess I can't leave it closed anymore while it's connected to my display =(,-1,0.02780170738697052,roberta-mlm-loss,medium
137,Hi creepy foreign men. Subway at 9am is NOT Havana at 9pm. Go away!,-1,0.30229881405830383,roberta-mlm-loss,hard
138,"Chilling at home, DA17 5AP",1,0.9866960048675537,roberta-mlm-loss,hard
139,RT @BrookeAdamsTBG5: Everybody wish @mandyjiroux the best birthday ever! I love her so much!,1,0.1350504457950592,roberta-mlm-loss,medium
140,"Happy Thanksgiving to all who celebrate! It's a beautiful day here, clear and crisp. About to get my ""cook on"".",1,0.0032959741074591875,roberta-mlm-loss,easy
141,@ashbash6317 heck yea we are... That is why you and everyone else keep me around. ;),1,0.1720447838306427,roberta-mlm-loss,medium
142,Yay for pretty shoot with pretty bffffff! http://www.flickr.com/photos/ceruleandepths/3651704539/,1,0.1973976045846939,roberta-mlm-loss,medium
143,@Avaaz you don«t have to thank! in fact I should thank you guys! we are in the same channel! greetings fr Cancun Mx,1,0.09029603004455566,roberta-mlm-loss,medium
144,These guys are pretty cool: http://www.myspace.com/thesethreecities,1,0.1321137547492981,roberta-mlm-loss,medium
145,@osangmeister deep thanks to my love osang and rubs.,1,0.06319394707679749,roberta-mlm-loss,medium
146,@vbrissa07 I am so SMART S-M-R-T,1,0.006372666452080011,roberta-mlm-loss,easy
147,ran 7.5 miles comfortably. The comeback trail is going well!,1,0.24846264719963074,roberta-mlm-loss,hard
148,"@JessyBR Hmm, I think he went to meet and greet yes. And the show is always great!! No stalker at all. Bras, Purple Boa and much love!",1,0.46823471784591675,roberta-mlm-loss,hard
149,@2Popetorn arrghh u r on twitter too!,-1,0.5095152258872986,roberta-mlm-loss,hard
150,"YEC is a wrap. Great working with Skillet, Group1crew and Bluetree. All incredible people doing incredible things.",1,0.2573419213294983,roberta-mlm-loss,hard
151,Already finished final edits of ch 3. Shinny & lovely. Absolutely proud of hook at the end. On to ch 4 #amwriting,1,0.10383109748363495,roberta-mlm-loss,medium
152,"@s_lesley @orphesteude this is interesting being a sort of moderator between you two. sarah you text, i read to taylor over skype. fun times",1,0.18834921717643738,roberta-mlm-loss,medium
153,guess what ---- i finished the lease and my financial aid paper .... i feel like thee only weight has been lifted off my shoulders. =]],1,0.44769006967544556,roberta-mlm-loss,hard
154,@trelljj thats cool,1,0.014059704728424549,roberta-mlm-loss,easy
155,@jaronmc LOL it goes together nicely - see I'd have to rush onto my balcony to ge the shot and right now haz no pants,1,1.212079405784607,roberta-mlm-loss,hard
156,"luv it! RT @RobertGirandola when I was little, I used to draw on the walls, signed it with my brother's name-parents bought it for a while.",1,0.02908148244023323,roberta-mlm-loss,medium
157,RT @tqjones44: Conservatives & republicans R scared 2 death that their children may find out that their parents R BAT SHIT CRAZY! #gop #tcot,-1,0.20493726432323456,roberta-mlm-loss,hard
158,Aww qtt my periodd |Stupidd harr dyee didnt workk.Neww Picturee qoo comment ill returnn the favorr:)| Talkin to And ... http://lnk.ms/3g6hq,-1,0.97597736120224,roberta-mlm-loss,hard
159,@rajeshlalwani ah woh toh hain. I felt that too. But then Twitter is an outlet no? Throwing some ++++++++ve energy at you. :-),1,0.1425485908985138,roberta-mlm-loss,medium
160,@AHisme Haha! I think they're all worth it - British guys are extremely talented and extremely charming.:),1,0.03079185076057911,roberta-mlm-loss,medium
161,"I love coming home freezing, smelling of wood smoke, and full of fried chicken, veggies, and a million kinds of cake :)",1,0.008949209935963154,roberta-mlm-loss,easy
162,@makemeup82 I'm going to do Lucy next year for Halloween :),1,0.07981643825769424,roberta-mlm-loss,medium
163,Arrived at the cockpit. Good morning all :D,1,0.39604976773262024,roberta-mlm-loss,hard
164,bought a Nikon D3000 SLR today!!!! thanks grandma i'll miss you!! but ill think of you w/ every new memory! =),1,0.008776640519499779,roberta-mlm-loss,easy
165,:) si RT@Lyphpcp: It's fun to stay at the y-m-c-a.......,1,0.4455317556858063,roberta-mlm-loss,hard
166,"and in case you don't know, i'm on omegle. :)",1,0.0020383044611662626,roberta-mlm-loss,easy
167,Im talking to myself. Haha. See what its come to. Lol. :),1,0.2609841525554657,roberta-mlm-loss,hard
168,"Ah :) You make me smile so much, and you don't even know it.",1,0.14854730665683746,roberta-mlm-loss,medium
169,I love watching old shows I feel they have more values than shows today:),1,0.00785346794873476,roberta-mlm-loss,easy
170,Can't wait to looky2 @ ampel next week...bwahahaha :D http://myloc.me/SnbZ,1,0.3870388865470886,roberta-mlm-loss,hard
171,Hungry? Maybe? Reading harry potter. :),1,0.3066352307796478,roberta-mlm-loss,hard
172,Summer! Summer! Its Summer Mother Fuckers!!!! :D,1,0.004864346235990524,roberta-mlm-loss,easy
173,"RT @Mulator: 5 minutes until we hear the sweet music of ""He Shoots....HE SCORES!",1,0.5466480851173401,roberta-mlm-loss,hard
174,http://twitpic.com/ear75 - Mmm desert :),1,0.08712831884622574,roberta-mlm-loss,medium
175,"@chadwickhjones ha; i dont get facebook, lol. :)",1,0.18226562440395355,roberta-mlm-loss,medium
176,Just booked a last minute trip to Germany. Going to Hamburg & and a little town that I cannot spell. :),1,0.003491226816549897,roberta-mlm-loss,easy
177,Bom dia! Live from the windmill! :),1,0.0011411048471927643,roberta-mlm-loss,easy
178,i think shakey's has the best buffalo wings :),1,0.0028893889393657446,roberta-mlm-loss,easy
179,"Yo @johnthornhill and @Dave_Nicholson, it's nice to see you guys on here briefly again! =)",1,0.0018935726257041097,roberta-mlm-loss,easy
180,I'm updating the @tweamburke folder! :),1,0.0032352569978684187,roberta-mlm-loss,easy
181,@Mircea_Popescu i'll do my best:),1,0.0027547753416001797,roberta-mlm-loss,easy
182,@illscarlett winnipeg soon ? (: hope so. i love you guys <3,1,0.18788555264472961,roberta-mlm-loss,medium
183,Oh man. I am very tired. But I'm very happy. I feel loved by KC & Co. It's amazing. :),1,0.0014294289285317063,roberta-mlm-loss,easy
184,@JeffTimmons98 Did u talk about me? lol I was hoping to hear ur voice too. Do another BT instead:) loveya,1,0.3788279891014099,roberta-mlm-loss,hard
185,@corgreen So glad to see everything went good :) now the journey begins :) congrats :) what a great Christmas present :),1,0.007321630138903856,roberta-mlm-loss,easy
186,@MarvetBritto it definitely is! You should have a book of all your 'PR Gems' I always read them 2 my class & my teacher loves them! :),1,0.4563272297382355,roberta-mlm-loss,hard
187,@jackieloi wah! died ah.. I mean.. Diet ah? :D,1,0.33830946683883667,roberta-mlm-loss,hard
188,@realbrookewhite aww you look really pretty in that pic :) i love your hat! thanks for sharing :D,1,0.0011467294534668326,roberta-mlm-loss,easy
189,@mitchelmusso - Britney does! (: Hahaha. And why don't you just go to 2010? That's one more person you can make happy! (:,1,0.28272151947021484,roberta-mlm-loss,hard
190,@CathrynMarie Mornin Cat! I have some Yams for you. :),1,0.13156646490097046,roberta-mlm-loss,medium
191,homecoming at church in a lil bit (: ... http://lnk.ms/2hgVt,1,0.04124259948730469,roberta-mlm-loss,medium
192,Enjoying some vino and food with la whore and her friends :-),1,0.0029750957619398832,roberta-mlm-loss,easy
193,@diamondlarry Amen to that! : ),1,0.0021746319252997637,roberta-mlm-loss,easy
194,Lol aww! RT @AubreyODay: http://twitpic.com/gi9in - My momma with her man. They haven't seen each other for a week. Getting that cuddle ...,1,0.07492288947105408,roberta-mlm-loss,medium
195,http://twitpic.com/7b9zm - I love mary (:,1,0.33626002073287964,roberta-mlm-loss,hard
196,@itsmebadgley suuurrrrrreeee u will ha i know one subject u will NOT answer. :-) you are on my twit wallpaper ha ha thats not weird at all..,1,0.30523550510406494,roberta-mlm-loss,hard
197,@natassiachloe HAHAH yeshh thankss tass :) http://myloc.me/CpJ8,1,0.09297168254852295,roberta-mlm-loss,medium
198,"@fanyjjang They were so awesome, weren`t they? :) Gosh, I hope they`ll be as popular as SNSD!",1,0.03189432993531227,roberta-mlm-loss,medium
199,"OK yeah hahah so I am back state fair, i am frekin tired it is time to go back to bed again lol!!! =)",1,0.06447585672140121,roberta-mlm-loss,medium
200,@carolinamnz :D i know loveU! caroons,1,1.0518373250961304,roberta-mlm-loss,hard
201,"@bbygirl_wy See you later! Ice cream bar later, tara :-)",1,0.09416273236274719,roberta-mlm-loss,medium
202,15th monthsary!!!!!!!!!!!!!! <3 bpp is the best bf in this whole damn world! (:,1,0.4718027114868164,roberta-mlm-loss,hard
203,@saramadison Lets!! I have two. :),1,0.8588025569915771,roberta-mlm-loss,hard
204,"Beautifull news - ""endless music"" of Michael Jackson :) http://bit.ly/n73mz",1,0.09516721963882446,roberta-mlm-loss,medium
205,"ugh...i'm not looking forward to the whitecoat ceremony tonight! Oh well, at least I'll get to see my family :D",1,0.005747223738580942,roberta-mlm-loss,easy
206,"@jagz112 yeah,he was around most of my life,he holds a huge special meaning to me.nice to meet you by the way:)",1,0.06306609511375427,roberta-mlm-loss,medium
207,@dongwayne lols gossip girl's cooool. + I have a oth poster:),1,0.728847861289978,roberta-mlm-loss,hard
208,So excited to go to the airport today. I haven't been there in a while and its always nice to see departures and arrivals:) People are w ...,1,0.009931349195539951,roberta-mlm-loss,easy
209,@DirtInMyI I know :) Issues.. not so cool either. BUT the eyepatch is still made of awesome!,1,0.241093710064888,roberta-mlm-loss,hard
210,says hi!:)) http://plurk.com/p/1kkvli,1,0.23606747388839722,roberta-mlm-loss,hard
211,Getting through the photos at a quick pace! This is great! Soon a BBQ with some friends :),1,0.04693858325481415,roberta-mlm-loss,medium
212,"RT @bringsdogtowork: 9-12 DC March - Obama, Can You HEAR US NOW?!! Crowd ROARS http://bit.ly/ZgTDz #tcot #iamthemob/ good video",-1,0.11501481384038925,roberta-mlm-loss,medium
213,"@EyeRanProtestr It is YOU, pal who are in custody... And already confessed without coercion :)))))))))) #iranelection",1,0.14490526914596558,roberta-mlm-loss,medium
214,Lots of children crying at school today - surprisingly Anya wasn't one of them. I got a big super huge hug though :),1,0.0033006840385496616,roberta-mlm-loss,easy
215,Okokok lmao forreal this time ima go shower =) a NICE HOT shower lol my bathroom is madd steamy right now =) lol,1,0.18612149357795715,roberta-mlm-loss,medium
216,"@cuwarrior - If that's true, it's still a lot. (and don't get me started on the other spending or the Iraq war... I'm punching out soon :)",-1,0.42371949553489685,roberta-mlm-loss,hard
217,I just ordered my new Creative Zen MX... can't wait til it's here :),1,0.03107033483684063,roberta-mlm-loss,medium
