index,text,score,difficulty_score,difficulty_strategy,difficulty
64,"little more than a stylish exercise in revisionism whose point . . . is no doubt true , but serves as a rather thin moral to such a knowing fable .",0,0.12031862884759903,roberta-mlm-loss,hard
65,anyone who can count to five ( the film's target market ? ) can see where this dumbed-down concoction is going .,0,0.0032405511010438204,roberta-mlm-loss,easy
66,every defiantly over-the-top action scene -- from high-stakes car chases to fearsome drug busts -- seizes your adrenal gland and milks it like an epileptic farmer .,0,0.020337944850325584,roberta-mlm-loss,medium
67,kosminsky . . . puts enough salt into the wounds of the tortured and self-conscious material to make it sting .,0,0.43487539887428284,roberta-mlm-loss,hard
68,a sobering and powerful documentary about the most severe kind of personal loss : rejection by one's mother .,0,0.0007896775496192276,roberta-mlm-loss,easy
69,"if the story lacks bite , the performances are never less than affectionate .",0,0.0008409161237068474,roberta-mlm-loss,easy
70,"a deftly entertaining film , smartly played and smartly directed .",0,0.004449477884918451,roberta-mlm-loss,easy
71,"ice age is the first computer-generated feature cartoon to feel like other movies , and that makes for some glacial pacing early on .",0,0.5012867450714111,roberta-mlm-loss,hard
72,i like my christmas movies with more elves and snow and less pimps and ho's .,0,0.003212074050679803,roberta-mlm-loss,easy
73,ferrara's strongest and most touching movie of recent years .,0,0.03982249274849892,roberta-mlm-loss,medium
74,skip work to see it at the first opportunity .,0,0.9892295598983765,roberta-mlm-loss,hard
75,"both the film and nachtwey's photos hammer home the grim reality of the world's gutters and battlefields , and will make you question what 'news' really is .",0,0.012872966937720776,roberta-mlm-loss,medium
76,so relentlessly wholesome it made me want to swipe something .,0,0.027109580114483833,roberta-mlm-loss,medium
77,"shyamalan offers copious hints along the way -- myriad signs , if you will -- that beneath the familiar , funny surface is a far bigger , far more meaningful story than one in which little green men come to earth for harvesting purposes .",0,0.10362328588962555,roberta-mlm-loss,hard
78,"that 'alabama' manages to be pleasant in spite of its predictability and occasional slowness is due primarily to the perkiness of witherspoon ( who is always a joy to watch , even when her material is not first-rate ) . . .",0,0.01775507442653179,roberta-mlm-loss,medium
79,"against all odds in heaven and hell , it creeped me out just fine .",0,0.0008170906803570688,roberta-mlm-loss,easy
80,nicely combines the enigmatic features of 'memento' with the hallucinatory drug culture of 'requiem for a dream . ',0,0.030349135398864746,roberta-mlm-loss,medium
81,"it is a film that will have people walking out halfway through , will encourage others to stand up and applaud , and will , undoubtedly , leave both camps engaged in a ferocious debate for years to come .",0,0.0022751265205442905,roberta-mlm-loss,easy
82,japan's premier stylist of sex and blood hits audiences with what may be his most demented film to date .,0,0.0013534711906686425,roberta-mlm-loss,easy
83,the work of a filmmaker who has secrets buried at the heart of his story and knows how to take time revealing them . strange occurrences build in the mind of the viewer and take on extreme urgency .,0,0.004886311944574118,roberta-mlm-loss,easy
84,"in the spirit of voltaire and molire , on guard volleys great wit and deadly gestures in a milieu of lush apparel , landscapes , captivating music and 18th-century lacy sleeves .",0,0.9365748763084412,roberta-mlm-loss,hard
85,"while holm is terrific as both men and hjejle quite appealing , the film fails to make the most out of the intriguing premise .",0,0.11896143108606339,roberta-mlm-loss,hard
86,"while hollywood ending has its share of belly laughs ( including a knockout of a closing line ) , the movie winds up feeling like a great missed opportunity .",0,0.03047592006623745,roberta-mlm-loss,medium
87,"ultimately , in the history of the academy , people may be wondering what all that jazz was about "" chicago "" in 2002 . zellweger's whiny pouty-lipped poof faced and spindly attempt at playing an ingenue makes her nomination as best actress even more of a an a",0,0.050908543169498444,roberta-mlm-loss,medium
88,"es divertida , visualmente espectacular y muy entretenida . simple y sencillamente te sorprender .",0,0.03107335977256298,roberta-mlm-loss,medium
89,not since japanese filmmaker akira kurosawa's ran have the savagery of combat and the specter of death been visualized with such operatic grandeur .,0,0.34270748496055603,roberta-mlm-loss,hard
90,"the video work is so grainy and rough , so dependent on being 'naturalistic' rather than carefully lit and set up , that it's exhausting to watch .",0,0.001199356745928526,roberta-mlm-loss,easy
91,"the screenplay comes across , rather unintentionally , as hip-hop scooby-doo .",0,0.003985224291682243,roberta-mlm-loss,easy
92,the next big thing's not-so-big ( and not-so-hot ) directorial debut .,0,0.00393105112016201,roberta-mlm-loss,easy
93,the cumulative effect of the movie is repulsive and depressing .,0,0.0017729605315253139,roberta-mlm-loss,easy
94,"judging from the strength of this superbly enigmatic film , oliveira himself seems far from ready to go home .",0,0.8091982007026672,roberta-mlm-loss,hard
95,"passionate , irrational , long-suffering but cruel as a tarantula , helga figures prominently in this movie , and helps keep the proceedings as funny for grown-ups as for rugrats .",0,0.1786554604768753,roberta-mlm-loss,hard
96,"christians sensitive to a reductionist view of their lord as a luv-spreading dr . feelgood or omnipotent slacker will feel vastly more affronted than secularists , who might even praise god for delivering such an instant camp classic .",0,0.19290520250797272,roberta-mlm-loss,hard
97,"aloof and lacks any real raw emotion , which is fatal for a film that relies on personal relationships .",0,0.0190453939139843,roberta-mlm-loss,medium
98,"if festival in cannes nails hard- boiled hollywood argot with a bracingly nasty accuracy , much about the film , including some of its casting , is frustratingly unconvincing .",0,0.27762895822525024,roberta-mlm-loss,hard
99,the movie is pretty funny now and then without in any way demeaning its subjects .,0,0.0025629806332290173,roberta-mlm-loss,easy
100,"it's a frightful vanity film that , no doubt , pays off what debt miramax felt they owed to benigni .",0,0.5255422592163086,roberta-mlm-loss,hard
101,"when your subject is illusion versus reality , shouldn't the reality seem at least passably real ?",0,0.000982357538305223,roberta-mlm-loss,easy
102,"confusion is one of my least favourite emotions , especially when i have to put up with 146 minutes of it .",0,0.007196929771453142,roberta-mlm-loss,medium
103,"sitting in the third row of the imax cinema at sydney's darling harbour , but i sometimes felt as though i was in the tiny two seater plane that carried the giant camera around australia , sweeping and gliding , banking and hovering over some of the most not",0,0.265663743019104,roberta-mlm-loss,hard
104,"may be far from the best of the series , but it's assured , wonderfully respectful of its past and thrilling enough to make it abundantly clear that this movie phenomenon has once again reinvented itself for a new generation .",0,0.0042149946093559265,roberta-mlm-loss,easy
105,the result reverberates on the screen with a deadly force and fury more intense than anything mr . scorsese has yet achieved on the meanest and most beloved streets he could imagine or recall .,0,0.019259441643953323,roberta-mlm-loss,medium
106,"it has charm to spare , and unlike many romantic comedies , it does not alienate either gender in the audience .",0,0.0003140862681902945,roberta-mlm-loss,easy
107,"the leaping story line , shaped by director peter kosminsky into sharp slivers and cutting impressions , shows all the signs of rich detail condensed into a few evocative images and striking character traits .",0,0.12166576832532883,roberta-mlm-loss,hard
108,it's too interested in jerking off in all its byzantine incarnations to bother pleasuring its audience .,0,0.002094023395329714,roberta-mlm-loss,easy
109,for a rapsploitation film to target and frown upon the darker forces of its nature is certainly a good sign for the maturation of the genre .,0,0.02281729131937027,roberta-mlm-loss,medium
110,"a movie that doesn't aim too high , but doesn't need to .",0,0.0004656516248360276,roberta-mlm-loss,easy
111,the kind of movie that seduces you into becoming putty in its manipulative card-sharking hands and making you enjoy being taken in by its shameless contrivance .,0,0.0054372805170714855,roberta-mlm-loss,easy
112,"an erotic thriller that's neither too erotic nor very thrilling , either .",0,0.0029616740066558123,roberta-mlm-loss,easy
113,"the best part about "" gangs "" was daniel day-lewis .",0,0.13796937465667725,roberta-mlm-loss,hard
114,"the work of an artist tormented by his heritage , using his storytelling ability to honor the many faceless victims .",0,0.003896040841937065,roberta-mlm-loss,easy
115,"rarely has skin looked as beautiful , desirable , even delectable , as it does in trouble every day .",0,0.266549289226532,roberta-mlm-loss,hard
116,the disjointed mess flows as naturally as jolie's hideous yellow 'do .,0,0.00568372244015336,roberta-mlm-loss,medium
117,the plan to make enough into an inspiring tale of survival wrapped in the heart-pounding suspense of a stylish psychological thriller' has flopped as surely as a souffl gone wrong .,0,0.29394984245300293,roberta-mlm-loss,hard
118,"the movie is our story as much as it is schmidt's , no matter if it's viewed as a self-reflection or cautionary tale .",0,0.0027277274057269096,roberta-mlm-loss,easy
119,"raunchy though [cho's] material is , it embraces all comers , regardless of gender , sexuality , race or ethnicity . and it's never been sharper -- or funnier -- than it is here .",0,0.2852102220058441,roberta-mlm-loss,hard
120,fans of behan's work and of irish movies in general will be rewarded by borstal boy .,0,0.049057573080062866,roberta-mlm-loss,medium
121,"miller is playing so free with emotions , and the fact that children are hostages to fortune , that he makes the audience hostage to his swaggering affectation of seriousness .",0,0.28110769391059875,roberta-mlm-loss,hard
122,this is an exercise not in biography but in hero worship .,0,0.0013075099559500813,roberta-mlm-loss,easy
123," . . . has its moments , but ultimately , its curmudgeon doesn't quite make the cut of being placed on any list of favorites .",0,0.013122836127877235,roberta-mlm-loss,medium
124,"human nature talks the talk , but it fails to walk the silly walk that distinguishes the merely quirky from the surreal .",0,0.025094324722886086,roberta-mlm-loss,medium
125,"anchored by friel and williams's exceptional performances , the film's power lies in its complexity . nothing is black and white .",0,0.007586921099573374,roberta-mlm-loss,medium
126,"the writers , director wally wolodarsky , and all the actors should start their own coeducational fraternity : kappa rho alpha phi .",0,0.023543741554021835,roberta-mlm-loss,medium
127,"like its title character , this nicholas nickleby finds itself in reduced circumstances -- and , also like its hero , it remains brightly optimistic , coming through in the end .",0,0.06930720061063766,roberta-mlm-loss,medium
128,it has more than a few moments that are insightful enough to be fondly remembered in the endlessly challenging maze of moviegoing .,0,0.003568118903785944,roberta-mlm-loss,easy
129,"what one is left with , even after the most awful acts are committed , is an overwhelming sadness that feels as if it has made its way into your very bloodstream .",0,0.1240881159901619,roberta-mlm-loss,hard
130,"a competent , unpretentious entertainment destined to fill the after-school slot at shopping mall theaters across the country .",0,0.0054254597052931786,roberta-mlm-loss,easy
131,"louiso lets the movie dawdle in classic disaffected-indie-film mode , and brother hoffman's script stumbles over a late-inning twist that just doesn't make sense .",0,0.22928859293460846,roberta-mlm-loss,hard
132,"an unsatisfying hybrid of blair witch and typical stalk-and-slash fare , where the most conservative protagonist is always the last one living .",0,0.1677199751138687,roberta-mlm-loss,hard
133,"we have poignancy jostling against farce , thoughtful dialogue elbowed aside by one-liners , and a visual style that incorporates rotoscope animation for no apparent reason except , maybe , that it looks neat .",0,0.006547729950398207,roberta-mlm-loss,medium
134,"as it turns out , you can go home again .",0,0.002224184339866042,roberta-mlm-loss,easy
135,"using his audience as a figurative port-of-call , dong pulls his even-handed ideological ship to their dock for unloading , before he continues his longer journey still ahead .",0,0.27799978852272034,roberta-mlm-loss,hard
136,"in the era of the sopranos , it feels painfully redundant and inauthentic .",0,0.0019354965770617127,roberta-mlm-loss,easy
137,"instead of trying to bust some blondes , [diggs] should be probing why a guy with his talent ended up in a movie this bad .",0,0.020589591935276985,roberta-mlm-loss,medium
138,the movie fails to portray its literarily talented and notorious subject as anything much more than a dirty old man .,0,0.006316059734672308,roberta-mlm-loss,medium
139,"even if the world doesn't see things the way [michael moore] does , his questions are worth asking .  and bowling for columbine benefits from his iconoclastic zeal .",0,0.1604476273059845,roberta-mlm-loss,hard
140,the only thing i laughed at were the people who paid to see it .,0,0.0018298901850357652,roberta-mlm-loss,easy
141,scott delivers a terrific performance in this fascinating portrait of a modern lothario .,0,0.002232656581327319,roberta-mlm-loss,easy
142,"about amy's cuteness , amy's career success ( she's a best-selling writer of self-help books who can't help herself ) , and amy's neuroses when it comes to men .",0,0.006079550366848707,roberta-mlm-loss,medium
143,automatically pegs itself for the straight-to-video sci-fi rental shelf .,0,0.0017357347533106804,roberta-mlm-loss,easy
144,part of the film's cheeky charm comes from its vintage schmaltz .,0,0.0022606821730732918,roberta-mlm-loss,easy
145,a very funny look at how another culture handles the process of courting and marriage .,0,0.0007681458373554051,roberta-mlm-loss,easy
146,"one of the best cat-and-mouse movies to come along in a while , leo has great fun in the role .",0,0.003948802128434181,roberta-mlm-loss,easy
147,"kids who are into this thornberry stuff will probably be in wedgie heaven . anyone else who may , for whatever reason , be thinking about going to see this movie is hereby given fair warning .",0,0.0034406017512083054,roberta-mlm-loss,easy
148,"who is this movie for ? not kids , who don't need the lesson in repugnance . it's also not smart or barbed enough for older viewers -- not everyone thinks poo-poo jokes are 'edgy . '",0,0.003858566051349044,roberta-mlm-loss,easy
149,"open-ended and composed of layer upon layer , talk to her is a cinephile's feast , an invitation to countless interpretations .",0,0.0034348585177212954,roberta-mlm-loss,easy
150,"with spy kids 2 : the island of lost dreams , the spy kids franchise establishes itself as a durable part of the movie landscape : a james bond series for kids .",0,0.17449325323104858,roberta-mlm-loss,hard
151,"oedekerk mugs mercilessly , and the genuinely funny jokes are few and far between .",0,0.006551898084580898,roberta-mlm-loss,medium
152,resurrection has the dubious distinction of being a really bad imitation of the really bad blair witch project .,0,0.017819127067923546,roberta-mlm-loss,medium
153,"the acting is amateurish , the cinematography is atrocious , the direction is clumsy , the writing is insipid and the violence is at once luridly graphic and laughably unconvincing .",0,0.003536521689966321,roberta-mlm-loss,easy
154,a moving and weighty depiction of one family's attempts to heal after the death of a child .,0,0.0004409266111906618,roberta-mlm-loss,easy
155,a science-fiction pastiche so lacking in originality that if you stripped away its inspirations there would be precious little left .,0,0.0012120096944272518,roberta-mlm-loss,easy
156,"depending upon your reaction to this movie , you may never again be able to look at a red felt sharpie pen without disgust , a thrill , or the giggles .",0,0.007481813430786133,roberta-mlm-loss,medium
157,"la cinta comienza intentando ser un drama , rpidamente se transforma en una comedia y termina por ser una parodia absolutamente predecible",0,0.24792598187923431,roberta-mlm-loss,hard
158,"watching the chemistry between freeman and judd , however , almost makes this movie worth seeing . almost .",0,0.026880329474806786,roberta-mlm-loss,medium
159,"a thoroughly unoriginal , but fast-paced and entertaining genre b-flick",0,0.0014215074479579926,roberta-mlm-loss,easy
160,a dumb movie with dumb characters doing dumb things and you have to be really dumb not to see where this is going .,0,0.0014219597214832902,roberta-mlm-loss,easy
161," . . . devastatingly direct to the heart of the matter , demonstrating that there is no easy walk toward peace in a region with such strong conflicting traditions",0,0.024413414299488068,roberta-mlm-loss,medium
162,a modest and messy metaphysical thriller offering more questions than answers .,0,0.006456148345023394,roberta-mlm-loss,medium
163,"a heartfelt , understated and occasionally heavy-handed slice of heartland .",0,0.0007131139282137156,roberta-mlm-loss,easy
164,"mostly , [goldbacher] just lets her complicated characters be unruly , confusing and , through it all , human .",0,0.3509151339530945,roberta-mlm-loss,hard
165,"let's issue a moratorium , effective immediately , on treacly films about inspirational prep-school professors and the children they so heartwarmingly motivate .",0,0.007294896524399519,roberta-mlm-loss,medium
166,"how do you make a movie with depth about a man who lacked any ? on the evidence before us , the answer is clear : not easily and , in the end , not well enough .",0,0.02062799409031868,roberta-mlm-loss,medium
167,treats a potentially explosive set-up with adult reflection and thoughtfulness .,0,0.0046894485130906105,roberta-mlm-loss,easy
168,"there's some good material in their story about a retail clerk wanting more out of life , but the movie too often spins its wheels with familiar situations and repetitive scenes .",0,0.009980197064578533,roberta-mlm-loss,medium
169,"most of the storylines feel like time fillers between surf shots . the movie isn't horrible , but you can see mediocre cresting on the next wave .",0,0.35266903042793274,roberta-mlm-loss,hard
170,i can't say this enough : this movie is about an adult male dressed in pink jammies .,0,0.001275719958357513,roberta-mlm-loss,easy
171,[majidi] makes us think twice about immigrants we see around us every day .,0,0.02584058605134487,roberta-mlm-loss,medium
172,"not the kind of film that will appeal to a mainstream american audience , but there is a certain charm about the film that makes it a suitable entry into the fest circuit .",0,0.10426366329193115,roberta-mlm-loss,hard
173,but this is lohman's film . her performance moves between heartbreak and rebellion as she continually tries to accommodate to fit in and gain the unconditional love she seeks .,0,0.25901567935943604,roberta-mlm-loss,hard
174,"this tenth feature is a big deal , indeed -- at least the third-best , and maybe even a notch above the previous runner-up , nicholas meyer's star trek vi : the undiscovered country .",0,0.20655296742916107,roberta-mlm-loss,hard
175,"the movie , while beautiful , feels labored , with a hint of the writing exercise about it .",0,0.03444787114858627,roberta-mlm-loss,medium
176,"broomfield's style of journalism is hardly journalism at all , and even those with an avid interest in the subject will grow impatient .",0,0.043969251215457916,roberta-mlm-loss,medium
177,"neither the funniest film that eddie murphy nor robert de niro has ever made , showtime is nevertheless efficiently amusing for a good while . before it collapses into exactly the kind of buddy cop comedy it set out to lampoon , anyway .",0,0.09601153433322906,roberta-mlm-loss,hard
178,"it's always disappointing when a documentary fails to live up to -- or offer any new insight into -- its chosen topic . unfortunately , that's precisely what arthur dong's family fundamentals does .",0,0.44657057523727417,roberta-mlm-loss,hard
179,"any chekhov is better than no chekhov , but it would be a shame if this was your introduction to one of the greatest plays of the last 100 years .",0,0.04605835676193237,roberta-mlm-loss,medium
180,"at best , cletis tout might inspire a trip to the video store -- in search of a better movie experience .",0,0.09458331018686295,roberta-mlm-loss,hard
181,"niccol the filmmaker merges his collaborators' symbolic images with his words , insinuating , for example , that in hollywood , only god speaks to the press",0,0.40272068977355957,roberta-mlm-loss,hard
182,it treats us to beautiful insights and tragic struggles that swell the heart and make us feel genuine empathy for two people embracing the truth amidst a pack of lies .,0,0.004648121073842049,roberta-mlm-loss,easy
183,completely creatively stillborn and executed in a manner that i'm not sure could be a single iota worse . . . a soulless hunk of exploitative garbage .,0,0.01421467773616314,roberta-mlm-loss,medium
184,not a stereotype is omitted nor a clich left unsaid .,0,0.41654863953590393,roberta-mlm-loss,hard
185,"this 72-minute film does have some exciting scenes , but it's a tad slow .",0,0.0019249697215855122,roberta-mlm-loss,easy
186,"the overall result is an intelligent , realistic portrayal of testing boundaries .",0,0.008843614719808102,roberta-mlm-loss,medium
187,"mr . jacobi's recitation is illustrated with a rush of sensuous nature imagery , beautifully photographed by mr . cox and hans sonneveld and underscored with a lush soundtrack by paul grabowsky .",0,0.3076618015766144,roberta-mlm-loss,hard
188,"the acting is uniformly excellent , with kyra sedgwick and fairuza balk in particular deserving to be singled out for praise .",0,0.6902977824211121,roberta-mlm-loss,hard
189,"who needs mind-bending drugs when they can see this , the final part of the 'qatsi' trilogy , directed by godfrey reggio , with music by philip glass ?",0,0.10400491207838058,roberta-mlm-loss,hard
190,'rare birds' tries to force its quirkiness upon the audience .,0,0.012296425178647041,roberta-mlm-loss,medium
191,"a baffling misfire , and possibly the weakest movie [woody allen] has made in the last twenty years .",0,0.002666327403858304,roberta-mlm-loss,easy
192,it all drags on so interminably it's like watching a miserable relationship unfold in real time .,0,0.0011284073116257787,roberta-mlm-loss,easy
193,"reminiscent of david mamet's elaborate screen bluffs -- only livelier , more playful .",0,0.005737560801208019,roberta-mlm-loss,medium
194,"the cast , collectively a successful example of the lovable-loser protagonist , shows deft comic timing .",0,0.43966951966285706,roberta-mlm-loss,hard
195,"if you love motown music , you'll love this documentary .",0,0.0011717244051396847,roberta-mlm-loss,easy
196,provides a very moving and revelatory footnote to the holocaust .,0,0.0010052844882011414,roberta-mlm-loss,easy
197,"stephen rea , aidan quinn , and alan bates play desmond's legal eagles , and when joined by brosnan , the sight of this grandiloquent quartet lolling in pretty irish settings is a pleasant enough thing , 'tis .",0,0.21147987246513367,roberta-mlm-loss,hard
198,the verdict : two bodies and hardly a laugh between them .,0,0.005430413875728846,roberta-mlm-loss,easy
199,"minority report is exactly what the title indicates , a report .",0,0.002316185738891363,roberta-mlm-loss,easy
200,[reno] delivers a monologue that manages to incorporate both the horror and the absurdity of the situation in a well-balanced fashion .,0,0.08872567862272263,roberta-mlm-loss,hard
201,"inside the film's conflict-powered plot there is a decent moral trying to get out , but it's not that , it's the tension that keeps you in your seat . affleck and jackson are good sparring partners .",0,0.21308648586273193,roberta-mlm-loss,hard
