index,text,score,difficulty_score,difficulty_strategy,difficulty,fold,entropy
22,"it desperately wants to be a wacky , screwball comedy , but the most screwy thing here is how so many talented people were convinced to waste their time .",0,0.0031542368233203,roberta-mlm-loss,easy,0,0.5770669907621708
23,"writer/director walter hill is in his hypermasculine element here , once again able to inject some real vitality and even art into a pulpy concept that , in many other hands would be completely forgettable .",0,0.1891638189554214,roberta-mlm-loss,hard,0,0.6048292316266861
25,"extremely well cast , especially in the large number of supporting roles .",0,0.0014791016001254,roberta-mlm-loss,easy,0,0.4222742669959213
26,a chilling tale of one of the great crimes of 20th century france : the murder of two rich women by their servants in 1933 .,0,0.0014683023327961,roberta-mlm-loss,easy,0,0.6813736260976719
27,"a dark , quirky road movie that constantly defies expectation .",0,0.0085012326017022,roberta-mlm-loss,medium,0,0.66779569299666
28,"impostor doesn't do much with its template , despite a remarkably strong cast .",0,0.0042669367976486,roberta-mlm-loss,easy,0,0.692415249910459
29,"though it lacks the utter authority of a genre gem , there's a certain robustness to this engaging mix of love and bloodletting .",0,0.0035629519261419,roberta-mlm-loss,easy,0,0.39004388393611256
30,"if you can keep your eyes open amid all the blood and gore , you'll see del toro has brought unexpected gravity to blade ii .",0,0.4697464406490326,roberta-mlm-loss,hard,0,0.5587234214925599
32,a work that lacks both a purpose and a strong pulse .,0,0.0030461084097623,roberta-mlm-loss,easy,0,0.582816790159686
33,it helps that lil bow wow . . . tones down his pint-sized gangsta act to play someone who resembles a real kid .,0,0.0469286441802978,roberta-mlm-loss,medium,0,0.5546574812746324
34,a mimetic approximation of better films like contempt and 8 1/2 .,0,1.155276894569397,roberta-mlm-loss,hard,0,0.460423019628052
35,"eastwood is an icon of moviemaking , one of the best actors , directors and producers around , responsible for some excellent work . but even a hero can stumble sometimes .",0,0.1193120032548904,roberta-mlm-loss,hard,0,0.5381396998186391
36,"nair doesn't use [monsoon wedding] to lament the loss of culture . instead , she sees it as a chance to revitalize what is and always has been remarkable about clung-to traditions .",0,0.0380766317248344,roberta-mlm-loss,medium,0,0.6691549618865691
37,"stuffed to the brim with ideas , american instigator michael moore's film is a rambling examination of american gun culture that uses his usual modus operandi of crucifixion through juxtaposition .",0,0.0020822256337851,roberta-mlm-loss,easy,0,0.6880428267575072
38," . . . a joke at once flaky and resonant , lightweight and bizarrely original .",0,0.0366098880767822,roberta-mlm-loss,medium,0,0.5687180538476402
39,"fontaine's direction , especially her agreeably startling use of close-ups and her grace with a moving camera , creates sheerly cinematic appeal .",0,0.2014251947402954,roberta-mlm-loss,hard,0,0.6442707870224366
40,"starts slowly , but adrien brody  in the title role  helps make the film's conclusion powerful and satisfying .",0,0.0013018116587772,roberta-mlm-loss,easy,0,0.528847657400331
41,a refreshing change from the usual whoopee-cushion effort aimed at the youth market .,0,0.001816101022996,roberta-mlm-loss,easy,0,0.43539533792937757
42,"you really have to salute writer-director haneke ( he adapted elfriede jelinek's novel ) for making a film that isn't nearly as graphic but much more powerful , brutally shocking and difficult to watch .",0,0.315913051366806,roberta-mlm-loss,hard,0,0.5246606876354656
43,"barry convinces us he's a dangerous , secretly unhinged guy who could easily have killed a president because it made him feel powerful .",0,0.010498883202672,roberta-mlm-loss,medium,0,0.6299466488624084
44,"a distant , even sterile , yet compulsively watchable look at the sordid life of hogan's heroes star bob crane .",0,0.278766006231308,roberta-mlm-loss,hard,0,0.6008658987341111
45,"there's no disguising this as one of the worst films of the summer . or for the year , for that matter .",0,0.0040197293274104,roberta-mlm-loss,easy,0,0.6066639496833458
46,"director dan verete uses his camera as the metaphoric needle , and his cast in each segment as his thread , to form a sweeping tapestry of mis-explanation and contention .",0,0.0651660114526748,roberta-mlm-loss,medium,0,0.5475020160225313
47,"waydowntown just like most large cities , isn't somewhere you'll want to spend the rest of your life , but it sure is a fun place to visit for a while .",0,0.1687886416912078,roberta-mlm-loss,hard,0,0.4782445517689281
49,the only young people who possibly will enjoy it are infants . . . who might be distracted by the movie's quick movements and sounds .,0,0.0018626018427312,roberta-mlm-loss,easy,0,0.5712427200113256
50,there's lots of cool stuff packed into espn's ultimate x .,0,0.1691601276397705,roberta-mlm-loss,hard,0,0.287690386313156
51,it gets old quickly . watch barbershop again if you're in need of a cube fix--this isn't worth sitting through .,0,0.4952859580516815,roberta-mlm-loss,hard,0,0.5679836167520003
52,harland williams is so funny in drag he should consider permanent sex-reassignment .,0,0.0028021470643579,roberta-mlm-loss,easy,0,0.6910490526297282
53,the film's images give a backbone to the company and provide an emotional edge to its ultimate demise .,0,0.0088110771030187,roberta-mlm-loss,medium,0,0.5528615729507669
54,it's the kind of film where the villain even gives an evil look for his passport photo . how can you resist that ?,0,0.0088426414877176,roberta-mlm-loss,medium,0,0.670899240771714
55,plotless collection of moronic stunts is by far the worst movie of the year .,0,0.0247943457216024,roberta-mlm-loss,medium,0,0.47221836020526603
58,this is a movie where the most notable observation is how long you've been sitting still .,0,0.002790872240439,roberta-mlm-loss,easy,0,0.6111654486872627
59,"with a romantic comedy plotline straight from the ages , this cinderella story doesn't have a single surprise up its sleeve . but it does somehow manage to get you under its spell .",0,0.0206517130136489,roberta-mlm-loss,medium,0,0.6724264639401487
60,a charming trifle . . . a welcome return to jocular form .,0,0.0003383808361832,roberta-mlm-loss,easy,0,0.5106366761308336
61,it's not difficult to spot the culprit early-on in this predictable thriller .,0,0.0014801078941673,roberta-mlm-loss,easy,0,0.3722939687072766
62,"without the dark spookiness of crystal lake camp , the horror concept completely loses its creepy menace .",0,0.0351065322756767,roberta-mlm-loss,medium,0,0.692153696751536
63,there's suspension of disbelief and then there's bad screenwriting . . . this film packs a wallop of the latter .,0,0.0007259057601913,roberta-mlm-loss,easy,0,0.691660979498903
65,anyone who can count to five ( the film's target market ? ) can see where this dumbed-down concoction is going .,0,0.0032405511010438,roberta-mlm-loss,easy,0,0.4396694769561086
66,every defiantly over-the-top action scene -- from high-stakes car chases to fearsome drug busts -- seizes your adrenal gland and milks it like an epileptic farmer .,0,0.0203379448503255,roberta-mlm-loss,medium,0,0.5705166484663811
67,kosminsky . . . puts enough salt into the wounds of the tortured and self-conscious material to make it sting .,0,0.4348753988742828,roberta-mlm-loss,hard,0,0.5789958456637451
68,a sobering and powerful documentary about the most severe kind of personal loss : rejection by one's mother .,0,0.0007896775496192,roberta-mlm-loss,easy,0,0.6918028686873102
69,"if the story lacks bite , the performances are never less than affectionate .",0,0.0008409161237068,roberta-mlm-loss,easy,0,0.6669710806756246
70,"a deftly entertaining film , smartly played and smartly directed .",0,0.0044494778849184,roberta-mlm-loss,easy,0,0.591793576388686
71,"ice age is the first computer-generated feature cartoon to feel like other movies , and that makes for some glacial pacing early on .",0,0.5012867450714111,roberta-mlm-loss,hard,0,0.6826946098339624
72,i like my christmas movies with more elves and snow and less pimps and ho's .,0,0.0032120740506798,roberta-mlm-loss,easy,0,0.6890833431671272
73,ferrara's strongest and most touching movie of recent years .,0,0.0398224927484989,roberta-mlm-loss,medium,0,0.22570963015944226
74,skip work to see it at the first opportunity .,0,0.9892295598983764,roberta-mlm-loss,hard,0,0.40352527085262957
75,"both the film and nachtwey's photos hammer home the grim reality of the world's gutters and battlefields , and will make you question what 'news' really is .",0,0.0128729669377207,roberta-mlm-loss,medium,0,0.664128694744502
76,so relentlessly wholesome it made me want to swipe something .,0,0.0271095801144838,roberta-mlm-loss,medium,0,0.6869405626708772
78,"that 'alabama' manages to be pleasant in spite of its predictability and occasional slowness is due primarily to the perkiness of witherspoon ( who is always a joy to watch , even when her material is not first-rate ) . . .",0,0.0177550744265317,roberta-mlm-loss,medium,0,0.6931022270544467
79,"against all odds in heaven and hell , it creeped me out just fine .",0,0.000817090680357,roberta-mlm-loss,easy,0,0.3281964620703025
80,nicely combines the enigmatic features of 'memento' with the hallucinatory drug culture of 'requiem for a dream . ',0,0.0303491353988647,roberta-mlm-loss,medium,0,0.4103895582318784
81,"it is a film that will have people walking out halfway through , will encourage others to stand up and applaud , and will , undoubtedly , leave both camps engaged in a ferocious debate for years to come .",0,0.0022751265205442,roberta-mlm-loss,easy,0,0.6762339328258503
82,japan's premier stylist of sex and blood hits audiences with what may be his most demented film to date .,0,0.0013534711906686,roberta-mlm-loss,easy,0,0.5332428659731534
83,the work of a filmmaker who has secrets buried at the heart of his story and knows how to take time revealing them . strange occurrences build in the mind of the viewer and take on extreme urgency .,0,0.0048863119445741,roberta-mlm-loss,easy,0,0.5537458837472047
84,"in the spirit of voltaire and molire , on guard volleys great wit and deadly gestures in a milieu of lush apparel , landscapes , captivating music and 18th-century lacy sleeves .",0,0.9365748763084412,roberta-mlm-loss,hard,0,0.6900078119294466
85,"while holm is terrific as both men and hjejle quite appealing , the film fails to make the most out of the intriguing premise .",0,0.1189614310860633,roberta-mlm-loss,hard,0,0.6754859596029172
86,"while hollywood ending has its share of belly laughs ( including a knockout of a closing line ) , the movie winds up feeling like a great missed opportunity .",0,0.0304759200662374,roberta-mlm-loss,medium,0,0.6660971986608253
88,"es divertida , visualmente espectacular y muy entretenida . simple y sencillamente te sorprender .",0,0.0310733597725629,roberta-mlm-loss,medium,0,0.6164511904302568
89,not since japanese filmmaker akira kurosawa's ran have the savagery of combat and the specter of death been visualized with such operatic grandeur .,0,0.342707484960556,roberta-mlm-loss,hard,0,0.6120150380744533
90,"the video work is so grainy and rough , so dependent on being 'naturalistic' rather than carefully lit and set up , that it's exhausting to watch .",0,0.0011993567459285,roberta-mlm-loss,easy,0,0.4346164725101337
91,"the screenplay comes across , rather unintentionally , as hip-hop scooby-doo .",0,0.0039852242916822,roberta-mlm-loss,easy,0,0.27298308576180313
93,the cumulative effect of the movie is repulsive and depressing .,0,0.0017729605315253,roberta-mlm-loss,easy,0,0.6853282146675532
95,"passionate , irrational , long-suffering but cruel as a tarantula , helga figures prominently in this movie , and helps keep the proceedings as funny for grown-ups as for rugrats .",0,0.1786554604768753,roberta-mlm-loss,hard,0,0.6484410919898587
96,"christians sensitive to a reductionist view of their lord as a luv-spreading dr . feelgood or omnipotent slacker will feel vastly more affronted than secularists , who might even praise god for delivering such an instant camp classic .",0,0.1929052025079727,roberta-mlm-loss,hard,0,0.6877400804106335
97,"aloof and lacks any real raw emotion , which is fatal for a film that relies on personal relationships .",0,0.0190453939139843,roberta-mlm-loss,medium,0,0.6912714350717579
98,"if festival in cannes nails hard- boiled hollywood argot with a bracingly nasty accuracy , much about the film , including some of its casting , is frustratingly unconvincing .",0,0.2776289582252502,roberta-mlm-loss,hard,0,0.6166680278597167
99,the movie is pretty funny now and then without in any way demeaning its subjects .,0,0.002562980633229,roberta-mlm-loss,easy,0,0.6705111266005026
100,"it's a frightful vanity film that , no doubt , pays off what debt miramax felt they owed to benigni .",0,0.5255422592163086,roberta-mlm-loss,hard,0,0.5471403625724955
101,"when your subject is illusion versus reality , shouldn't the reality seem at least passably real ?",0,0.0009823575383052,roberta-mlm-loss,easy,0,0.6453248168911303
102,"confusion is one of my least favourite emotions , especially when i have to put up with 146 minutes of it .",0,0.0071969297714531,roberta-mlm-loss,medium,0,0.6637917308500234
103,"sitting in the third row of the imax cinema at sydney's darling harbour , but i sometimes felt as though i was in the tiny two seater plane that carried the giant camera around australia , sweeping and gliding , banking and hovering over some of the most not",0,0.265663743019104,roberta-mlm-loss,hard,0,0.5559192011246932
104,"may be far from the best of the series , but it's assured , wonderfully respectful of its past and thrilling enough to make it abundantly clear that this movie phenomenon has once again reinvented itself for a new generation .",0,0.0042149946093559,roberta-mlm-loss,easy,0,0.5352298111601745
105,the result reverberates on the screen with a deadly force and fury more intense than anything mr . scorsese has yet achieved on the meanest and most beloved streets he could imagine or recall .,0,0.0192594416439533,roberta-mlm-loss,medium,0,0.6138168114908319
106,"it has charm to spare , and unlike many romantic comedies , it does not alienate either gender in the audience .",0,0.0003140862681902,roberta-mlm-loss,easy,0,0.5245019652549222
107,"the leaping story line , shaped by director peter kosminsky into sharp slivers and cutting impressions , shows all the signs of rich detail condensed into a few evocative images and striking character traits .",0,0.1216657683253288,roberta-mlm-loss,hard,0,0.5718727144009674
108,it's too interested in jerking off in all its byzantine incarnations to bother pleasuring its audience .,0,0.0020940233953297,roberta-mlm-loss,easy,0,0.6912875578096279
109,for a rapsploitation film to target and frown upon the darker forces of its nature is certainly a good sign for the maturation of the genre .,0,0.0228172913193702,roberta-mlm-loss,medium,0,0.6833571419800202
110,"a movie that doesn't aim too high , but doesn't need to .",0,0.000465651624836,roberta-mlm-loss,easy,0,0.20174239754082934
112,"an erotic thriller that's neither too erotic nor very thrilling , either .",0,0.0029616740066558,roberta-mlm-loss,easy,0,0.39104962478143684
113,"the best part about "" gangs "" was daniel day-lewis .",0,0.1379693746566772,roberta-mlm-loss,hard,0,0.39273673418777577
116,the disjointed mess flows as naturally as jolie's hideous yellow 'do .,0,0.0056837224401533,roberta-mlm-loss,medium,0,0.4907326718877483
117,the plan to make enough into an inspiring tale of survival wrapped in the heart-pounding suspense of a stylish psychological thriller' has flopped as surely as a souffl gone wrong .,0,0.2939498424530029,roberta-mlm-loss,hard,0,0.4964410737741832
118,"the movie is our story as much as it is schmidt's , no matter if it's viewed as a self-reflection or cautionary tale .",0,0.0027277274057269,roberta-mlm-loss,easy,0,0.650992750770429
119,"raunchy though [cho's] material is , it embraces all comers , regardless of gender , sexuality , race or ethnicity . and it's never been sharper -- or funnier -- than it is here .",0,0.2852102220058441,roberta-mlm-loss,hard,0,0.310112618806022
121,"miller is playing so free with emotions , and the fact that children are hostages to fortune , that he makes the audience hostage to his swaggering affectation of seriousness .",0,0.2811076939105987,roberta-mlm-loss,hard,0,0.614542392741803
122,this is an exercise not in biography but in hero worship .,0,0.00130750995595,roberta-mlm-loss,easy,0,0.43362057932945697
123," . . . has its moments , but ultimately , its curmudgeon doesn't quite make the cut of being placed on any list of favorites .",0,0.0131228361278772,roberta-mlm-loss,medium,0,0.4685649671195218
124,"human nature talks the talk , but it fails to walk the silly walk that distinguishes the merely quirky from the surreal .",0,0.025094324722886,roberta-mlm-loss,medium,0,0.37307229319543367
125,"anchored by friel and williams's exceptional performances , the film's power lies in its complexity . nothing is black and white .",0,0.0075869210995733,roberta-mlm-loss,medium,0,0.349120596365681
126,"the writers , director wally wolodarsky , and all the actors should start their own coeducational fraternity : kappa rho alpha phi .",0,0.0235437415540218,roberta-mlm-loss,medium,0,0.44242493192944227
127,"like its title character , this nicholas nickleby finds itself in reduced circumstances -- and , also like its hero , it remains brightly optimistic , coming through in the end .",0,0.0693072006106376,roberta-mlm-loss,medium,0,0.6923146624421268
128,it has more than a few moments that are insightful enough to be fondly remembered in the endlessly challenging maze of moviegoing .,0,0.0035681189037859,roberta-mlm-loss,easy,0,0.6746365775680072
129,"what one is left with , even after the most awful acts are committed , is an overwhelming sadness that feels as if it has made its way into your very bloodstream .",0,0.1240881159901619,roberta-mlm-loss,hard,0,0.4800302007928944
130,"a competent , unpretentious entertainment destined to fill the after-school slot at shopping mall theaters across the country .",0,0.0054254597052931,roberta-mlm-loss,easy,0,0.521452195743647
131,"louiso lets the movie dawdle in classic disaffected-indie-film mode , and brother hoffman's script stumbles over a late-inning twist that just doesn't make sense .",0,0.2292885929346084,roberta-mlm-loss,hard,0,0.567427789970138
132,"an unsatisfying hybrid of blair witch and typical stalk-and-slash fare , where the most conservative protagonist is always the last one living .",0,0.1677199751138687,roberta-mlm-loss,hard,0,0.684186497572701
133,"we have poignancy jostling against farce , thoughtful dialogue elbowed aside by one-liners , and a visual style that incorporates rotoscope animation for no apparent reason except , maybe , that it looks neat .",0,0.0065477299503982,roberta-mlm-loss,medium,0,0.5581341004407294
134,"as it turns out , you can go home again .",0,0.002224184339866,roberta-mlm-loss,easy,0,0.6214402477927263
135,"using his audience as a figurative port-of-call , dong pulls his even-handed ideological ship to their dock for unloading , before he continues his longer journey still ahead .",0,0.2779997885227203,roberta-mlm-loss,hard,0,0.20180592302494582
136,"in the era of the sopranos , it feels painfully redundant and inauthentic .",0,0.0019354965770617,roberta-mlm-loss,easy,0,0.3833032804303144
137,"instead of trying to bust some blondes , [diggs] should be probing why a guy with his talent ended up in a movie this bad .",0,0.0205895919352769,roberta-mlm-loss,medium,0,0.6166678237829304
138,the movie fails to portray its literarily talented and notorious subject as anything much more than a dirty old man .,0,0.0063160597346723,roberta-mlm-loss,medium,0,0.6606140895963448
139,"even if the world doesn't see things the way [michael moore] does , his questions are worth asking .  and bowling for columbine benefits from his iconoclastic zeal .",0,0.1604476273059845,roberta-mlm-loss,hard,0,0.49258498805591877
140,the only thing i laughed at were the people who paid to see it .,0,0.0018298901850357,roberta-mlm-loss,easy,0,0.6931471784937073
141,scott delivers a terrific performance in this fascinating portrait of a modern lothario .,0,0.0022326565813273,roberta-mlm-loss,easy,0,0.6245742949473382
142,"about amy's cuteness , amy's career success ( she's a best-selling writer of self-help books who can't help herself ) , and amy's neuroses when it comes to men .",0,0.0060795503668487,roberta-mlm-loss,medium,0,0.6593708696130434
143,automatically pegs itself for the straight-to-video sci-fi rental shelf .,0,0.0017357347533106,roberta-mlm-loss,easy,0,0.48548561915127453
144,part of the film's cheeky charm comes from its vintage schmaltz .,0,0.0022606821730732,roberta-mlm-loss,easy,0,0.24147871408874472
145,a very funny look at how another culture handles the process of courting and marriage .,0,0.0007681458373554,roberta-mlm-loss,easy,0,0.45490136681125215
146,"one of the best cat-and-mouse movies to come along in a while , leo has great fun in the role .",0,0.0039488021284341,roberta-mlm-loss,easy,0,0.6872518721891349
147,"kids who are into this thornberry stuff will probably be in wedgie heaven . anyone else who may , for whatever reason , be thinking about going to see this movie is hereby given fair warning .",0,0.0034406017512083,roberta-mlm-loss,easy,0,0.20561901259902293
148,"who is this movie for ? not kids , who don't need the lesson in repugnance . it's also not smart or barbed enough for older viewers -- not everyone thinks poo-poo jokes are 'edgy . '",0,0.003858566051349,roberta-mlm-loss,easy,0,0.6838747343181076
149,"open-ended and composed of layer upon layer , talk to her is a cinephile's feast , an invitation to countless interpretations .",0,0.0034348585177212,roberta-mlm-loss,easy,0,0.31747753624075997
150,"with spy kids 2 : the island of lost dreams , the spy kids franchise establishes itself as a durable part of the movie landscape : a james bond series for kids .",0,0.1744932532310485,roberta-mlm-loss,hard,0,0.6332090215015279
151,"oedekerk mugs mercilessly , and the genuinely funny jokes are few and far between .",0,0.0065518980845808,roberta-mlm-loss,medium,0,0.4234324924289129
152,resurrection has the dubious distinction of being a really bad imitation of the really bad blair witch project .,0,0.0178191270679235,roberta-mlm-loss,medium,0,0.6269310686148721
153,"the acting is amateurish , the cinematography is atrocious , the direction is clumsy , the writing is insipid and the violence is at once luridly graphic and laughably unconvincing .",0,0.0035365216899663,roberta-mlm-loss,easy,0,0.5291080818023595
154,a moving and weighty depiction of one family's attempts to heal after the death of a child .,0,0.0004409266111906,roberta-mlm-loss,easy,0,0.6691035497726767
155,a science-fiction pastiche so lacking in originality that if you stripped away its inspirations there would be precious little left .,0,0.0012120096944272,roberta-mlm-loss,easy,0,0.6577154543031262
157,"la cinta comienza intentando ser un drama , rpidamente se transforma en una comedia y termina por ser una parodia absolutamente predecible",0,0.2479259818792343,roberta-mlm-loss,hard,0,0.2254887623977555
158,"watching the chemistry between freeman and judd , however , almost makes this movie worth seeing . almost .",0,0.0268803294748067,roberta-mlm-loss,medium,0,0.619453749508131
159,"a thoroughly unoriginal , but fast-paced and entertaining genre b-flick",0,0.0014215074479579,roberta-mlm-loss,easy,0,0.6464343127873637
160,a dumb movie with dumb characters doing dumb things and you have to be really dumb not to see where this is going .,0,0.0014219597214832,roberta-mlm-loss,easy,0,0.6097754215855643
161," . . . devastatingly direct to the heart of the matter , demonstrating that there is no easy walk toward peace in a region with such strong conflicting traditions",0,0.024413414299488,roberta-mlm-loss,medium,0,0.6819976947192322
163,"a heartfelt , understated and occasionally heavy-handed slice of heartland .",0,0.0007131139282137,roberta-mlm-loss,easy,0,0.5615717141865639
164,"mostly , [goldbacher] just lets her complicated characters be unruly , confusing and , through it all , human .",0,0.3509151339530945,roberta-mlm-loss,hard,0,0.5832952015384887
165,"let's issue a moratorium , effective immediately , on treacly films about inspirational prep-school professors and the children they so heartwarmingly motivate .",0,0.0072948965243995,roberta-mlm-loss,medium,0,0.6098291722769389
166,"how do you make a movie with depth about a man who lacked any ? on the evidence before us , the answer is clear : not easily and , in the end , not well enough .",0,0.0206279940903186,roberta-mlm-loss,medium,0,0.5954930016817699
167,treats a potentially explosive set-up with adult reflection and thoughtfulness .,0,0.0046894485130906,roberta-mlm-loss,easy,0,0.6844548575903142
168,"there's some good material in their story about a retail clerk wanting more out of life , but the movie too often spins its wheels with familiar situations and repetitive scenes .",0,0.0099801970645785,roberta-mlm-loss,medium,0,0.6166644530153387
169,"most of the storylines feel like time fillers between surf shots . the movie isn't horrible , but you can see mediocre cresting on the next wave .",0,0.3526690304279327,roberta-mlm-loss,hard,0,0.6914350841002973
170,i can't say this enough : this movie is about an adult male dressed in pink jammies .,0,0.0012757199583575,roberta-mlm-loss,easy,0,0.6254902147516176
171,[majidi] makes us think twice about immigrants we see around us every day .,0,0.0258405860513448,roberta-mlm-loss,medium,0,0.6809702927951462
173,but this is lohman's film . her performance moves between heartbreak and rebellion as she continually tries to accommodate to fit in and gain the unconditional love she seeks .,0,0.259015679359436,roberta-mlm-loss,hard,0,0.3728298525187494
174,"this tenth feature is a big deal , indeed -- at least the third-best , and maybe even a notch above the previous runner-up , nicholas meyer's star trek vi : the undiscovered country .",0,0.206552967429161,roberta-mlm-loss,hard,0,0.2865111570819737
175,"the movie , while beautiful , feels labored , with a hint of the writing exercise about it .",0,0.0344478711485862,roberta-mlm-loss,medium,0,0.665904443806407
176,"broomfield's style of journalism is hardly journalism at all , and even those with an avid interest in the subject will grow impatient .",0,0.0439692512154579,roberta-mlm-loss,medium,0,0.597661667947238
178,"it's always disappointing when a documentary fails to live up to -- or offer any new insight into -- its chosen topic . unfortunately , that's precisely what arthur dong's family fundamentals does .",0,0.4465705752372741,roberta-mlm-loss,hard,0,0.6020435412484745
179,"any chekhov is better than no chekhov , but it would be a shame if this was your introduction to one of the greatest plays of the last 100 years .",0,0.0460583567619323,roberta-mlm-loss,medium,0,0.6691915294881091
180,"at best , cletis tout might inspire a trip to the video store -- in search of a better movie experience .",0,0.0945833101868629,roberta-mlm-loss,hard,0,0.643347977445641
181,"niccol the filmmaker merges his collaborators' symbolic images with his words , insinuating , for example , that in hollywood , only god speaks to the press",0,0.4027206897735595,roberta-mlm-loss,hard,0,0.569793958601369
182,it treats us to beautiful insights and tragic struggles that swell the heart and make us feel genuine empathy for two people embracing the truth amidst a pack of lies .,0,0.004648121073842,roberta-mlm-loss,easy,0,0.30120040782085344
183,completely creatively stillborn and executed in a manner that i'm not sure could be a single iota worse . . . a soulless hunk of exploitative garbage .,0,0.0142146777361631,roberta-mlm-loss,medium,0,0.6792396514867092
184,not a stereotype is omitted nor a clich left unsaid .,0,0.4165486395359039,roberta-mlm-loss,hard,0,0.4254503397125944
185,"this 72-minute film does have some exciting scenes , but it's a tad slow .",0,0.0019249697215855,roberta-mlm-loss,easy,0,0.4903373386411642
186,"the overall result is an intelligent , realistic portrayal of testing boundaries .",0,0.0088436147198081,roberta-mlm-loss,medium,0,0.5779746085331562
187,"mr . jacobi's recitation is illustrated with a rush of sensuous nature imagery , beautifully photographed by mr . cox and hans sonneveld and underscored with a lush soundtrack by paul grabowsky .",0,0.3076618015766144,roberta-mlm-loss,hard,0,0.17198259021051998
188,"the acting is uniformly excellent , with kyra sedgwick and fairuza balk in particular deserving to be singled out for praise .",0,0.6902977824211121,roberta-mlm-loss,hard,0,0.6384575467320782
189,"who needs mind-bending drugs when they can see this , the final part of the 'qatsi' trilogy , directed by godfrey reggio , with music by philip glass ?",0,0.1040049120783805,roberta-mlm-loss,hard,0,0.5933581538563287
190,'rare birds' tries to force its quirkiness upon the audience .,0,0.012296425178647,roberta-mlm-loss,medium,0,0.610993886935551
191,"a baffling misfire , and possibly the weakest movie [woody allen] has made in the last twenty years .",0,0.0026663274038583,roberta-mlm-loss,easy,0,0.6903210637754076
192,it all drags on so interminably it's like watching a miserable relationship unfold in real time .,0,0.0011284073116257,roberta-mlm-loss,easy,0,0.4694951447299315
195,"if you love motown music , you'll love this documentary .",0,0.0011717244051396,roberta-mlm-loss,easy,0,0.6719282529978712
197,"stephen rea , aidan quinn , and alan bates play desmond's legal eagles , and when joined by brosnan , the sight of this grandiloquent quartet lolling in pretty irish settings is a pleasant enough thing , 'tis .",0,0.2114798724651336,roberta-mlm-loss,hard,0,0.4467636117125307
198,the verdict : two bodies and hardly a laugh between them .,0,0.0054304138757288,roberta-mlm-loss,easy,0,0.6089442750885333
