index,text,score,difficulty_score,difficulty_strategy,dificulty,fold,entropy
126,"the problem is not that it's all derivative , because plenty of funny movies recycle old tropes . the problem is that van wilder does little that is actually funny with the material .",-1,0.175007626414299,roberta-mlm-loss,hard,0,0.6492631154198729
127,there's nothing interesting in unfaithful whatsoever .,-1,0.0035823783837258,roberta-mlm-loss,easy,0,0.5815234677781442
130,"as spent screen series go , star trek : nemesis is even more suggestive of a 65th class reunion mixer where only eight surviving members show up -- and there's nothing to drink .",-1,0.671524703502655,roberta-mlm-loss,hard,0,0.6774460389076955
131,"fails as a dystopian movie , as a retooling of fahrenheit 451 , and even as a rip-off of the matrix .",-1,0.3241304457187652,roberta-mlm-loss,hard,0,0.6845989727610191
132,full of the kind of obnoxious chitchat that only self-aware neurotics engage in .,-1,0.0040623764507472,roberta-mlm-loss,easy,0,0.45359080658789397
134,"the movie , like bartleby , is something of a stiff -- an extra-dry office comedy that seems twice as long as its 83 minutes .",-1,0.7077397108078003,roberta-mlm-loss,hard,0,0.6320591051053949
135,with its parade of almost perpetually wasted characters . . . margarita feels like a hazy high that takes too long to shake .,-1,0.0028817399870604,roberta-mlm-loss,easy,0,0.5191399803971066
136,"if you value your time and money , find an escape clause and avoid seeing this trite , predictable rehash .",-1,0.0056436960585415,roberta-mlm-loss,medium,0,0.6888905428142356
138,everything is pegged into the groove of a new york dating comedy with 'issues' to simplify .,-1,0.2928138375282287,roberta-mlm-loss,hard,0,0.6254133575177898
141,"it comes off as so silly that you wouldn't be surprised if ba , murdock and rest of the a-team were seen giving chase in a black and red van .",-1,0.2622869908809662,roberta-mlm-loss,hard,0,0.36893851964457103
142,the 50-something lovebirds are too immature and unappealing to care about .,-1,0.0052158096805214,roberta-mlm-loss,medium,0,0.6703560717492928
143,"so genial is the conceit , this is one of those rare pictures that you root for throughout , dearly hoping that the rich promise of the script will be realized on the screen . it never is , not fully .",-1,0.0591922290623188,roberta-mlm-loss,hard,0,0.5912898744240371
144,"even in the summertime , the most restless young audience deserves the dignity of an action hero motivated by something more than franchise possibilities .",-1,0.0265281479805707,roberta-mlm-loss,medium,0,0.6706341099543872
145,"what with all the blanket statements and dime-store ruminations on vanity , the worries of the rich and sudden wisdom , the film becomes a sermon for most of its running time .",-1,0.1096078604459762,roberta-mlm-loss,hard,0,0.30628401111946346
146,one lousy movie .,-1,0.0066867163404822,roberta-mlm-loss,medium,0,0.6019043580351222
147,"as gamely as the movie tries to make sense of its title character , there remains a huge gap between the film's creepy , clean-cut dahmer ( jeremy renner ) and fiendish acts that no amount of earnest textbook psychologizing can bridge .",-1,0.0283536128699779,roberta-mlm-loss,medium,0,0.6925706868637843
148,"plodding , peevish and gimmicky .",-1,0.0091342134401202,roberta-mlm-loss,medium,0,0.671614289809271
151,"solaris "" is a shapeless inconsequential move relying on the viewer to do most of the work .",-1,0.0047877500765025,roberta-mlm-loss,medium,0,0.5063971653938615
152,"the direction , by george hickenlooper , has no snap to it , no wiseacre crackle or hard-bitten cynicism .",-1,0.2395254969596862,roberta-mlm-loss,hard,0,0.6828268338479324
154,"though this saga would be terrific to read about , it is dicey screen material that only a genius should touch .",-1,0.0025194683112204,roberta-mlm-loss,easy,0,0.6912060604631882
156,"an awful lot like one of [spears'] music videos in content -- except that it goes on for at least 90 more minutes and , worse , that you have to pay if you want to see it .",-1,0.1058873757719993,roberta-mlm-loss,hard,0,0.6875072406232182
157,"confusion is one of my least favourite emotions , especially when i have to put up with 146 minutes of it .",-1,0.0071970880962908,roberta-mlm-loss,medium,0,0.6214504277560204
159,"occasionally loud and offensive , but more often , it simply lulls you into a gentle waking coma .",-1,0.0091459769755601,roberta-mlm-loss,medium,0,0.6931339403062882
160,it may play well as a double feature with mainstream foreign mush like my big fat greek wedding,-1,0.5203613042831421,roberta-mlm-loss,hard,0,0.44638163698874694
161,"by the time you reach the finale , you're likely wondering why you've been watching all this strutting and posturing .",-1,0.0016554731409996,roberta-mlm-loss,easy,0,0.6927699013864737
162,"journalistically dubious , inept and often lethally dull .",-1,0.0035809888504445,roberta-mlm-loss,easy,0,0.6826686348765711
163,putting the primitive murderer inside a high-tech space station unleashes a pandora's box of special effects that run the gamut from cheesy to cheesier to cheesiest .,-1,0.1058189868927002,roberta-mlm-loss,hard,0,0.6920691312439842
165,exactly what you'd expect from a guy named kaos .,-1,0.0025737364776432,roberta-mlm-loss,easy,0,0.6290710559186543
166,calculated swill .,-1,0.001735939993523,roberta-mlm-loss,easy,0,0.6897004530568354
167,this movie . . . doesn't deserve the energy it takes to describe how bad it is .,-1,0.0009731389582157,roberta-mlm-loss,easy,0,0.6835484125490976
168,"with or without ballast tanks , k-19 sinks to a harrison ford low .",-1,0.3235830962657928,roberta-mlm-loss,hard,0,0.6117792779143092
169,director oliver parker labors so hard to whip life into the importance of being earnest that he probably pulled a muscle or two .,-1,0.2072134166955948,roberta-mlm-loss,hard,0,0.6498287899170077
170,you might be shocked to discover that seinfeld's real life is boring .,-1,0.0025825491175055,roberta-mlm-loss,easy,0,0.6790716338499603
171,"it's not nearly as fresh or enjoyable as its predecessor , but there are enough high points to keep this from being a complete waste of time .",-1,0.0017863884568214,roberta-mlm-loss,easy,0,0.4566101151139194
174,"it leers , offering next to little insight into its intriguing subject .",-1,0.0021929882932454,roberta-mlm-loss,easy,0,0.6391993423985621
175,i found myself growing more and more frustrated and detached as vincent became more and more abhorrent .,-1,0.0020842780359089,roberta-mlm-loss,easy,0,0.6880792757116925
176,one of the oddest and most inexplicable sequels in movie history .,-1,0.0013000948820263,roberta-mlm-loss,easy,0,0.6892985308809958
177,there's nothing to gain from watching they . it isn't scary . it hates its characters . it finds no way to entertain or inspire its viewers .,-1,0.1172945275902748,roberta-mlm-loss,hard,0,0.6363207036808829
178,"fear permeates the whole of stortelling , todd solondz' oftentimes funny , yet ultimately cowardly autocritique .",-1,0.4631819725036621,roberta-mlm-loss,hard,0,0.6675576606814282
179,the skirmishes for power waged among victims and predators settle into an undistinguished rhythm of artificial suspense .,-1,0.0046772263012826,roberta-mlm-loss,medium,0,0.5564189175912301
180,thoroughly awful .,-1,0.0005846740677952,roberta-mlm-loss,easy,0,0.663685629573201
181,". . . ice age treads predictably along familiar territory , making it a passable family film that won't win many fans over the age of 12 .",-1,0.177699401974678,roberta-mlm-loss,hard,0,0.5156543415598902
182,"though the film is well-intentioned , one could rent the original and get the same love story and parable .",-1,0.0014344031224027,roberta-mlm-loss,easy,0,0.5358219856712092
184,"the video work is so grainy and rough , so dependent on being 'naturalistic' rather than carefully lit and set up , that it's exhausting to watch .",-1,0.0011993781663477,roberta-mlm-loss,easy,0,0.6886104566703521
186,a cleverly crafted but ultimately hollow mockumentary .,-1,0.0005005943239666,roberta-mlm-loss,easy,0,0.6814250632135117
187,it gets bogged down by hit-and-miss topical humour before getting to the truly good stuff .,-1,0.0039290972054004,roberta-mlm-loss,easy,0,0.6445986781963955
188,"an achingly enthralling premise , the film is hindered by uneven dialogue and plot lapses .",-1,0.0029145912267267,roberta-mlm-loss,easy,0,0.6930022287128117
189,"it's tommy's job to clean the peep booths surrounding her , and after viewing this one , you'll feel like mopping up , too .",-1,0.2398743033409118,roberta-mlm-loss,hard,0,0.6027816193977661
191,fluffy and disposible .,-1,0.0047399071045219,roberta-mlm-loss,medium,0,0.6929103200151747
192,such a bad movie that its luckiest viewers will be seated next to one of those ignorant pinheads who talk throughout the show .,-1,0.0042664068751037,roberta-mlm-loss,easy,0,0.6536551858010218
193,"if you go into the theater expecting a scary , action-packed chiller , you might soon be looking for a sign . an exit sign , that is .",-1,0.0237022470682859,roberta-mlm-loss,medium,0,0.6731889476827502
194,"holds limited appeal to those who like explosions , sadism and seeing people beat each other to a pulp .",-1,0.0019579732324928,roberta-mlm-loss,easy,0,0.4803378308098025
195,the dialogue is very choppy and monosyllabic despite the fact that it is being dubbed .,-1,0.0034860994201153,roberta-mlm-loss,easy,0,0.6607037267068849
196,"a feature-length , r-rated , road-trip version of mama's family .",-1,0.0357742719352245,roberta-mlm-loss,medium,0,0.6931427061395069
197,what you end up getting is the vertical limit of surfing movies - memorable stunts with lots of downtime in between .,-1,0.1937710791826248,roberta-mlm-loss,hard,0,0.6924200434170427
198,"stealing harvard doesn't care about cleverness , wit or any other kind of intelligent humor .",-1,0.1705188751220703,roberta-mlm-loss,hard,0,0.6397189585910545
199,"bigelow handles the nuclear crisis sequences evenly but milks drama when she should be building suspense , and drags out too many scenes toward the end that should move quickly .",-1,0.1486113518476486,roberta-mlm-loss,hard,0,0.6907248227486672
200,"there's undeniable enjoyment to be had from films crammed with movie references , but the fun wears thin -- then out -- when there's nothing else happening .",-1,0.0764806345105171,roberta-mlm-loss,hard,0,0.6925019622693894
201,"imagine kevin smith , the blasphemous bad boy of suburban jersey , if he were stripped of most of his budget and all of his sense of humor . the result might look like vulgar .",-1,0.4657001495361328,roberta-mlm-loss,hard,0,0.5083741269660278
202,suffers from a lack of clarity and audacity that a subject as monstrous and pathetic as dahmer demands .,-1,0.0043254001066088,roberta-mlm-loss,easy,0,0.6871717776713392
203,"what soured me on the santa clause 2 was that santa bumps up against 21st century reality so hard , it's icky .",-1,0.0039145541377365,roberta-mlm-loss,easy,0,0.6680835346526712
204,it's an 88-minute highlight reel that's 86 minutes too long .,-1,0.007017224561423,roberta-mlm-loss,medium,0,0.6815522181384213
206,such an incomprehensible mess that it feels less like bad cinema than like being stuck in a dark pit having a nightmare about bad cinema .,-1,0.0012065394548699,roberta-mlm-loss,easy,0,0.6931375335708049
207,"with the exception of mccoist , the players don't have a clue on the park . the acting isn't much better .",-1,0.0195120610296726,roberta-mlm-loss,medium,0,0.6863158844199824
208,the whole affair is as predictable as can be .,-1,0.000834020494949,roberta-mlm-loss,easy,0,0.6927343169336388
209,a not-so-divine secrets of the ya-ya sisterhood with a hefty helping of re-fried green tomatoes .,-1,0.0759723037481308,roberta-mlm-loss,hard,0,0.6721762385768189
210,"this cloying , voices-from-the-other-side story is hell .",-1,0.0105111338198184,roberta-mlm-loss,medium,0,0.6905995826289197
212,"star trek was kind of terrific once , but now it is a copy of a copy of a copy .",-1,0.1120959222316742,roberta-mlm-loss,hard,0,0.5988453742588077
213,"[n]o matter how much good will the actors generate , showtime eventually folds under its own thinness .",-1,0.0033649420365691,roberta-mlm-loss,easy,0,0.6734504443419089
214,"every potential twist is telegraphed well in advance , every performance respectably muted ; the movie itself seems to have been made under the influence of rohypnol .",-1,0.0029824355151504,roberta-mlm-loss,easy,0,0.5423627806997082
215,puts on airs of a hal hartley wannabe film -- without the vital comic ingredient of the hilarious writer-director himself .,-1,0.4136059284210205,roberta-mlm-loss,hard,0,0.51924053851353
216,"ver wiel's desperate attempt at wit is lost , leaving the character of critical jim two-dimensional and pointless .",-1,0.1829357594251632,roberta-mlm-loss,hard,0,0.6847078751242295
217,"despite a performance of sustained intelligence from stanford and another of subtle humour from bebe neuwirth , as an older woman who seduces oscar , the film founders on its lack of empathy for the social milieu - rich new york intelligentsia - and its off",-1,0.439687967300415,roberta-mlm-loss,hard,0,0.6596838571881545
218,"although disney follows its standard formula in this animated adventure , it feels more forced than usual .",-1,0.0097380261868238,roberta-mlm-loss,medium,0,0.6774948100850894
220,"a sham construct based on theory , sleight-of-hand , and ill-wrought hypothesis .",-1,0.0024000541307032,roberta-mlm-loss,easy,0,0.6750333271406805
221,[p]artnering murphy with robert de niro for the tv-cops comedy showtime would seem to be surefire casting . the catch is that they're stuck with a script that prevents them from firing on all cylinders .,-1,0.0452409125864505,roberta-mlm-loss,medium,0,0.6873635720254079
